#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#designation, ZooniverseID, SciTeamFollowUp, SciTeamComment, goodFraction, classifiers, good, multi, oval, empty, extended, shift, state, twentyBad, twentyGood, twentyShift, majBad, majGood, majShift, pluralBad, pluralGood, pluralShift, avgBad, avgGood, avgShift, RA, Dec, glon, glat, w1mpro, w1sigmpro, w2mpro, w2sigmpro, w3mpro, w3sigmpro, w4mpro, w4sigmpro, j_m_2mass, j_msig_2mass, h_m_2mass, h_msig_2mass, k_m_2mass, k_msig_2mass, j_h, h_k, A_Vmag, A_B_V, A_Bmag, A_gMag, A_rMag, A_iMag, A_Verr, A_B_Verr, A_Berr, A_gErr, A_rErr, A_iErr, A_objid, A_dstArcSec, A_contamination, G_source_id, G_parallax, G_parallax_error, G_parallax_over_error, G_pmra, G_pmra_error, G_pmdec, G_pmdec_error, G_astrometric_n_good_obs_al, G_astrometric_chi2_al, G_visibility_periods_used, G_phot_g_mean_flux_over_error, G_phot_g_mean_mag, G_phot_bp_mean_flux_over_error, G_phot_bp_mean_mag, G_phot_rp_mean_flux_over_error, G_phot_rp_mean_mag, G_phot_bp_rp_excess_factor, G_radial_velocity, G_radial_velocity_error, G_objid, G_dstArcSec, G_contamination, P_objid, P_gMeanPSFMag, P_gMeanPSFMagErr, P_iMeanPSFMag, P_iMeanPSFMagErr, P_rMeanPSFMag, P_rMeanPSFMagErr, P_yMeanPSFMag, P_yMeanPSFMagErr, P_zMeanPSFMag, P_zMeanPSFMagErr, P_nDetections, P_dstArcSec, P_contamination, T_id, T_pmRA, T_e_pmRA, T_pmDEC, T_e_pmDEC, T_PMflag, T_plx, T_e_plx, T_PARflag, T_dstArcSec, T_contamination, fileNPath, objid, ZooniverseURL
#@string, string, string, string, float, int, int, int, int, int, int, int, string, float, float, float, float, float, float, float, float, float, float, float, float, ra, dec, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, int, string, float, float, float, float, float, float, float, int, float, int, float, float, float, float, float, float, float, float, float, string, float, int, string, float, float, float, float, float, float, float, float, float, float, int, float, int, string, float, float, float, float, string, float, float, string, float, int, string, int, string
designation,ZooniverseID,SciTeamFollowUp,SciTeamComment,goodFraction,classifiers,good,multi,oval,empty,extended,shift,state,twentyBad,twentyGood,twentyShift,majBad,majGood,majShift,pluralBad,pluralGood,pluralShift,avgBad,avgGood,avgShift,ra,dec,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_parallax,G_parallax_error,G_parallax_over_error,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_objid,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,fileNPath,objid,ZooniverseURL
J110947.34-772629.1,AWI0005x8r,,,NaN,0,0,0,0,0,0,0,inactive,0.0029,94.355,5.6421,5.1675,94.7435,0.089,3.553,96.3727,0.0742,2.9078,95.15707,1.9351,167.4472522,-77.4414422,297.3703439,-15.6809212,9.229,0.107,8.632,0.021,7.176,0.016,4.626,0.028,12.767,0.027,11.228,0.023,10.236,0.022,1.539,0.991999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5201160663373986176,5.18252151645421,0.142865125644624,36.27562,-21.8610818926616,0.227924807043991,1.07833328544581,0.223484708750299,213,540.6161,16,75.06644,17.44673,12.38783,19.89524,27.55477,15.89044,1.863114,NaN,NaN,5201160663373986176,0.191617316822177,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,WZ_advanced_seds_S20_15/381853.png,381853,https://talk.diskdetective.org/#/subjects/AWI0005x8r
J163804.30-392230.3,AWI0002fvs,yes / NNO,"other comments:
MULTIPLE OBJECTS IN GALACTIC PLANE GALORE
followup justification:
MULTIPLES
flags:
1.1",0.5,8,4,4,0,0,0,0,inactive,13.489,84.8111,1.6999,10.8248,89.1013,0.074,11.6649,88.2072,0.128,11.9929,87.3732,0.6339667,249.5179239,-39.375087,343.3487057,5.0977688,5.877,0.109,5.791,0.042,4.969,0.016,4.04,0.023,7.828,0.019,6.631,0.031,6.067,0.02,1.197,0.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6017420366238369280,0.772981645428499,0.199038715161354,3.883574,-1.6166684860638,0.323204436683369,-3.88073661941535,0.204999586354713,314,11229.79,11,176.1511,13.08862,53.76729,16.88558,63.5811,11.41727,2.008119,NaN,NaN,6017420366238369280,0.291651104663673,9,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,87351,https://talk.diskdetective.org/#/subjects/AWI0002fvs
J085952.88-450729.1,AWI0000xl3,yes / NNO,"other comments:
Area not covered by CSS data.
followup justification:
Probable M star with insufficient IR excess.
flags:
3.4",0.3,10,3,5,2,0,1,0,inactive,11.6164,86.2997,2.0839,29.5364,70.3858,0.0778,25.9881,73.9426,0.0693,22.3803,76.87603,0.7436666,134.9703496,-45.1247682,266.2292668,0.6108205,6.343,0.097,6.16,0.034,6.039,0.015,5.727,0.047,9.563,0.023,7.622,0.031,6.728,0.031,1.941,0.894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5330571292179953664,0.508499975789824,0.156993729186955,3.238983,-3.99802280868192,0.254927415217461,3.41364780770109,0.256762656109386,236,4206.636,15,327.9828,15.62086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5330571292179953664,0.174846121465747,1,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,11,https://talk.diskdetective.org/#/subjects/AWI0000xl3
J084321.92-412817.9,AWI0000xja,NNO,"other comments:
Imag 17.5 = TOO FAINT for this new Ha emission-line YSOc with Diskc; Marton YSOc Class I/II.
followup justification:
I mag 17.5 TOO FAINT
flags:
4.2, 4.3, 7.1",NaN,0,0,0,0,0,0,0,inactive,22.4485,69.6649,7.8866,15.0453,84.7754,0.1792,6.5577,93.382,0.0603,14.68383,82.60744,2.7087,130.8413402,-41.4716497,261.5000983,0.6250333,10.091,0.023,9.115,0.02,6.321,0.026,4.072,0.028,14.214,0.028,12.429,0.023,11.518,0.026,1.785,0.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5525226524360396288,0.948660969837901,0.187958632716278,5.04718,-5.92709067222516,0.326915390171322,1.51932924437996,0.404019844761094,225,408.3004,16,40.01584,18.32437,7.450936,20.21049,14.85386,16.77841,1.898353,NaN,NaN,5525226524360396288,0.0189836772942964,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,9603,https://talk.diskdetective.org/#/subjects/AWI0000xja
J083936.65-392635.2,AWI0000zvq,YYES /,"other comments:
new YSOc with Diskc. Clean images. 
followup justification:
new YSOc with Diskc.
flags:
7.1",NaN,0,0,0,0,0,0,0,inactive,14.2031,71.379,14.418,13.6738,86.0638,0.2624,7.4277,91.9112,0.6611,11.7682,83.118,5.113833,129.9027266,-39.4431152,259.4600417,1.3063745,10.727,0.022,10.318,0.021,7.855,0.023,5.408,0.043,13.118,0.023,12.098,0.025,11.435,0.021,1.02,0.663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5528641336897415808,1.00240557188726,0.0493345173983983,20.31854,-5.82003999247869,0.0806944322024106,4.40692424828184,0.0698352755844894,273,357.7653,17,126.3756,16.22951,25.61468,17.43608,46.40069,15.11469,1.430766,NaN,NaN,5528641336897415808,0.0421586598492025,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,14473,https://talk.diskdetective.org/#/subjects/AWI0000zvq
J085428.18-455638.8,AWI0003527,NNO,"other comments:
Classic SED for YSO. VSX (-), CRTS out of range. Possesses high percentage of being a young field star (92.74%)
followup justification:
Multiple objects in the red circle
flags:
1.1",NaN,0,0,0,0,0,0,0,inactive,78.1816,20.0004,1.818,30.2866,69.1573,0.556,25.235,73.4002,1.3648,44.56773,54.18597,1.246267,133.6174407,-45.9441207,266.2348437,-0.6419085,11.288,0.022,10.703,0.02,8.325,0.021,5.852,0.038,14.318,0.03,13.165,0.032,12.156,0.027,1.153,1.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5331165715657596928,0.446211633202227,0.11706734731126,3.811581,-5.33050587922996,0.209791958907054,5.00132334189378,0.197115670122185,235,291.4637,15,118.8781,17.76844,28.21641,19.05876,34.5459,16.58048,1.495747,NaN,NaN,5331165715657596928,0.0612067186333147,5,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,177457,https://talk.diskdetective.org/#/subjects/AWI0003527
J083720.33-395130.2,AWI0000xif,YES /  ,"other comments:
SED c/w YSO good excess across the board; Ha emission rated 3/5 (Pettersson+ 1994); CRTS area not covered; VSX(-); lightly extended at WISE4 otherwise clean images; YSOc in (Marton+, 2016); located in Vela Molecular Ridge
followup justification:
Probable Class II YSO (Koenig&Leisawitz 2014 matching scheme); needs spectral type
flags:
4.1,5.2,7.1,7.2,8.3",NaN,3,2,1,0,0,0,0,active,1.9981,32.8731,65.1288,25.995,72.5572,1.4478,11.2264,83.459,5.3146,13.07317,62.9631,23.96373,129.3347122,-39.8583935,259.5247045,0.7067578,12.182,0.022,11.663,0.022,9.175,0.032,6.697,0.069,14.341,0.033,13.474,0.033,12.934,0.037,0.866999999999999,0.540000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5528611203407335168,1.0532573135759,0.0739104029057833,14.25046,-6.11034294462599,0.116297056825283,4.19974635967368,0.152004464552273,279,359.119,16,121.4362,17.21301,34.11878,18.14029,56.47717,16.12877,1.468534,NaN,NaN,5528611203407335168,0.0713414595495824,1,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,71165,https://talk.diskdetective.org/#/subjects/AWI0000xif
J081738.67-421357.5,AWI00042gv,NNO,"other comments:
~-shaped SED
followup justification:
Extended, contaminated, multiple
flags:
1.1, 1.2",NaN,0,0,0,0,0,0,0,inactive,31.8059,58.3275,9.8665,40.2108,59.4089,0.3803,19.8033,79.372,0.8247,30.60667,65.7028,3.6905,124.4111362,-42.232658,259.2947335,-3.6935575,11.816,0.023,11.277,0.021,8.906,0.026,6.546,0.056,14.172,0.03,13.046,0.023,12.493,0.023,1.126,0.552999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5527338514398461312,1.04495083450395,0.120224284605105,8.691679,-4.39515458932563,0.221729568661611,3.69815322608198,0.19019374896323,196,256.499,14,43.9752,17.66629,12.88903,18.67866,12.69472,16.48302,1.555441,NaN,NaN,5527338514398461312,0.0698548176264942,2,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,197016,https://talk.diskdetective.org/#/subjects/AWI00042gv
J133959.87-621324.7,AWI0005089,,,NaN,14,3,4,1,0,2,6,active,41.8513,39.9736,18.1751,26.4004,73.2002,0.3994,17.7018,80.9739,1.3243,28.65117,64.7159,6.632933,204.9994704,-62.2235438,308.5562301,0.1168366,9.599,0.025,8.712,0.022,6.468,0.022,4.088,0.027,12.92,0.023,11.669,0.027,10.592,0.021,1.251,1.077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5865673330518318336,0.564926078108295,0.0410232587574735,13.77087,-3.302421560275,0.044081148879909,-2.24389120972163,0.0579484132499259,379,403.2973,19,73.4009,15.9353,20.84324,16.85864,28.2705,14.85156,1.469135,NaN,NaN,5865673330518318336,0.0510050543102258,3,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,110550,https://talk.diskdetective.org/#/subjects/AWI0005089
J105657.86-591147.2,AWI0004z4n,,,0.333333333333333,9,3,5,1,0,0,0,inactive,78.8194,20.1252,1.0554,28.9287,70.9938,0.0775,24.6618,75.2392,0.0991,44.13663,55.45273,0.4106667,164.241111,-59.1964511,288.7330121,0.4826131,6.097,0.094,5.732,0.042,5.017,0.015,4.467,0.025,9.025,0.022,7.594,0.051,6.742,0.023,1.431,0.852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5338763237966448256,0.479396506974516,0.158687485377024,3.02101,-5.09925642640237,0.232720391483634,1.31225335185198,0.207523920639952,258,6053.189,17,21.52681,14.72588,4.146656,19.25414,7.909085,12.89781,2.305621,NaN,NaN,5338763237966448256,0.239941753957609,14,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,105620,https://talk.diskdetective.org/#/subjects/AWI0004z4n
J124734.68-554559.5,AWI0005et5,,,0.538461538461538,13,7,5,0,0,1,0,inactive,14.3154,84.6413,1.0433,35.6176,64.3036,0.0787,41.9147,58.0047,0.0806,30.6159,68.9832,0.4008667,191.8945302,-55.7665449,302.3848895,7.1011779,6.68,0.065,6.345,0.024,5.242,0.015,4.433,0.025,8.804,0.032,7.815,0.038,7.182,0.04,0.989,0.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6073668013848204032,0.514432247078952,0.150743765214112,3.412627,-5.13489179995716,0.163870756211118,-0.263246556293425,0.156058661104776,602,17505.29,17,29.67666,14.21723,7.577437,17.48722,10.20615,12.31829,2.485106,NaN,NaN,6073668013848204032,0.0749372648112074,5,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,345606,https://talk.diskdetective.org/#/subjects/AWI0005et5
J154203.44-552404.5,AWI0002rbf,,,NaN,11,7,3,1,0,0,0,active,86.7282,12.8718,0.4001,55.7308,44.1607,0.1085,51.2438,48.646,0.1101,64.5676,35.22617,0.2062333,235.51436,-55.4012679,325.5601318,-0.2106459,6.293,0.086,6.251,0.023,5.931,0.023,5.052,0.036,8.896,0.026,7.301,0.029,6.598,0.015,1.595,0.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5884367776973603200,0.51529674582099,0.166920961276229,3.08707,-7.06310912053722,0.378607206121923,-4.26315596146013,0.270109674443235,263,7109.374,14,211.2913,14.8531,14.70374,20.1176,67.60394,13.13265,2.083537,NaN,NaN,5884367776973603200,0.18561956278403,20,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,153673,https://talk.diskdetective.org/#/subjects/AWI0002rbf
J042306.16-623430.4,AWI0000qk9,,,NaN,0,0,0,0,0,0,0,disabled,18.2288,32.0489,49.7222,19.0186,48.0063,32.9751,14.7235,32.9384,52.3381,17.32363,37.66453,45.0118,65.7756836,-62.5751222,273.9488295,-40.6856749,14.131,0.025,14.029,0.029,11.24,0.084,7.84,0.108,15.195,0.039,14.566,0.049,14.408,0.089,0.629,0.158000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4676568341318336256,1.6345319536554,0.0722119546300123,22.6352,4.6193121247513,0.143161326629149,17.4615665912607,0.143366484832848,203,180.0474,16,1302.183,17.36174,116.2833,18.27868,361.5237,16.4202,1.329083,NaN,NaN,4676568341318336256,0.727598601070843,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,381831,https://talk.diskdetective.org/#/subjects/AWI0000qk9
J165947.64-454305.8,AWI0003rvj,,,NaN,0,0,0,0,0,0,0,inactive,58.5189,38.8595,2.6216,60.1511,39.3297,0.5192,20.3294,78.5172,1.1534,46.33313,52.23547,1.4314,254.9485084,-45.7182778,341.0556284,-2.0388972,7.893,0.02,7.842,0.018,6.319,0.023,5.089,0.042,10.802,0.022,9.122,0.022,8.401,0.021,1.68,0.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5963283231166459776,0.683677645705927,0.223271928357647,3.062085,-1.24814321262385,0.375351637244482,2.30722202019187,0.300769340878853,164,1124.031,12,110.624,16.73573,3.335229,20.735,46.19519,15.02359,2.080374,NaN,NaN,5963283231166459776,0.0448236995186179,3,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,208352,https://talk.diskdetective.org/#/subjects/AWI0003rvj
J150653.46-631706.6,AWI0004g3q,,,NaN,0,0,0,0,0,0,0,inactive,26.6638,70.1495,3.1868,36.0109,63.6023,0.3868,30.4173,69.2692,0.3135,31.03067,67.67367,1.2957,226.7227894,-63.2851905,317.4806947,-4.3059702,6.653,0.065,6.734,0.028,5.918,0.018,5.117,0.033,8.999,0.026,7.618,0.038,6.999,0.021,1.381,0.619000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5873604760720434048,0.687705007473971,0.148427551943003,4.633271,-6.08211099384144,0.176365550773352,-1.59391732725868,0.259912599494954,237,4667.131,13,149.6755,14.4569,31.41627,18.87894,52.20758,12.77368,2.020226,NaN,NaN,5873604760720434048,0.110883530509012,9,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,211029,https://talk.diskdetective.org/#/subjects/AWI0004g3q
J091426.27-484914.6,AWI0002p9v,,,NaN,0,0,0,0,0,0,0,inactive,9.7016,88.8628,1.4355,9.6623,90.2288,0.1089,6.5232,93.3414,0.1355,8.629033,90.811,0.5599667,138.6094666,-48.8207244,270.6317909,-0.04788,6.348,0.083,6.296,0.025,6.118,0.015,5.561,0.035,9.307,0.027,7.611,0.055,6.795,0.026,1.696,0.816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5325991757531418496,0.483784075676392,0.139835971050421,3.459654,-8.00937239087454,0.24845186448476,2.94055728896159,0.224417030489291,210,4136.042,15,335.9056,14.87736,33.6135,19.13626,130.5358,13.21872,1.97732,NaN,NaN,5325991757531418496,0.0627778747569726,2,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,96254,https://talk.diskdetective.org/#/subjects/AWI0002p9v
J123050.56-624806.6,AWI0002q1k,,,NaN,0,0,0,0,0,0,0,inactive,13.6816,84.8851,1.4333,15.495,84.4575,0.0474,12.958,86.9717,0.0703,14.04487,85.4381,0.517,187.7106903,-62.8018402,300.5810703,-0.024055,5.51,0.103,5.102,0.051,4.21,0.015,3.344,0.024,8.684,0.026,6.905,0.031,5.983,0.038,1.779,0.922000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6053901268689940352,0.951592302621265,0.163640748431379,5.81513,-6.39899867440562,0.232747962232595,0.224419013014718,0.21701352271484,281,5047.02,17,105.0909,15.6794,6.911158,20.31163,31.90998,13.80712,2.39993,NaN,NaN,6053901268689940352,0.217299515800658,6,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,104432,https://talk.diskdetective.org/#/subjects/AWI0002q1k
J170616.47-491410.2,AWI0004qc7,,,NaN,0,0,0,0,0,0,0,inactive,78.4461,20.8091,0.7448,27.1565,72.739,0.1045,36.012,63.8431,0.1449,47.20487,52.46373,0.3314,256.5686544,-49.2361755,338.9243663,-5.0470586,6.167,0.087,5.931,0.042,4.417,0.015,3.361,0.02,8.176,0.02,6.922,0.034,6.304,0.02,1.254,0.617999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5938575074625009664,0.689693381873358,0.190590325697268,3.618722,-3.93913563341747,0.249906173955693,-2.48174421892268,0.237703616215265,219,6254.839,12,90.78356,13.8879,20.60021,18.13009,34.42863,12.20576,2.020503,NaN,NaN,5938575074625009664,0.0791277858928879,18,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,224135,https://talk.diskdetective.org/#/subjects/AWI0004qc7
J155035.78-614631.2,AWI0004pkq,,,NaN,0,0,0,0,0,0,0,inactive,94.9633,4.8314,0.2053,58.0609,41.8219,0.1172,37.8349,61.8807,0.2844,63.6197,36.178,0.2023,237.6491036,-61.7753412,322.5023278,-5.914965,5.622,0.1,4.81,0.066,3.554,0.015,2.32,0.02,8.383,0.026,7.219,0.042,6.329,0.021,1.164,0.890000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5832530888979827840,0.417123146098379,0.138923054383212,3.002548,-1.66629024530913,0.193659479602044,-2.82666707795021,0.190024324403456,314,9051.408,16,20.97703,14.33638,4.979867,18.04503,5.753614,12.48546,2.367166,NaN,NaN,5832530888979827840,0.11905057377528,25,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,231045,https://talk.diskdetective.org/#/subjects/AWI0004pkq
J094324.44-524256.0,AWI0004yw1,,,NaN,0,0,0,0,0,0,0,inactive,26.8354,71.6118,1.5529,59.6609,40.2809,0.0582,31.2073,68.7198,0.0729,39.23454,60.20417,0.5613334,145.851863,-52.7155595,276.6304837,0.2771308,6.12,0.1,5.927,0.04,5.385,0.015,5.05,0.031,9.991,0.021,8.021,0.049,6.906,0.018,1.97,1.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5309603914686682112,0.430578345740814,0.111956133384391,3.845956,-2.67481645369965,0.218600824926294,4.06659200917093,0.177341062950333,235,2218.009,15,217.4067,15.55863,27.35533,19.34431,72.4174,13.9147,1.958836,NaN,NaN,5309603914686682112,0.0936231443803249,7,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,131173,https://talk.diskdetective.org/#/subjects/AWI0004yw1
J172818.95-372035.2,AWI0002zrs,,,NaN,0,0,0,0,0,0,0,inactive,43.0768,55.084,1.8392,29.4991,70.3519,0.149,18.8792,80.9921,0.1288,30.48503,68.80933,0.7056667,262.0789702,-37.343138,350.9658342,-1.4646139,5.786,0.064,5.192,0.065,4.496,0.016,3.742,0.03,8.62,0.02,6.911,0.031,5.986,0.023,1.709,0.925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5974244881062999040,0.946591757501093,0.246875550652964,3.834287,-0.124676957676406,0.39544108876781,-2.89876581943154,0.302053496315448,149,3019.729,11,18.28885,15.73724,5.121232,20.87387,6.169329,13.8716,2.381537,NaN,NaN,5974244881062999040,0.305430606972743,5,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,141344,https://talk.diskdetective.org/#/subjects/AWI0002zrs
J170239.00-394416.1,AWI00013ke,,,NaN,0,0,0,0,0,0,0,inactive,63.6035,33.7685,2.628,40.4014,59.3951,0.2035,35.3872,64.2143,0.3985,46.46404,52.4593,1.076667,255.66251,-39.7378242,346.0979374,1.2204366,6.006,0.098,5.715,0.046,4.704,0.015,3.478,0.025,9.682,0.022,7.568,0.027,6.536,0.02,2.114,1.032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5967199863382470272,1.03188883809456,0.308080624731236,3.349412,-4.64712207984908,0.700779696730311,-0.586152058272197,0.47115159005184,175,1437.57,10,278.0028,17.07227,2.600166,20.59103,65.94778,15.17911,2.464742,NaN,NaN,5967199863382470272,0.0369983882283078,2,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,20717,https://talk.diskdetective.org/#/subjects/AWI00013ke
