Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI00022em,301.803333333333,38.1215,40352,301.8033357,38.1215041,0.0162106130188995,J200712.80+380717.4,AWI00022em,0.8,74.7566012,3.1066425,6.712,0.065,6.68,0.024,6.023,0.015,5.329,0.031,8.713,0.026,7.605,0.023,7.131,0.018,1.108,0.474,14.139,0.686,14.826,14.409,13.945,99.999,0.04,0.057,0.041,0.022,0.051,9.999,50514601,10.8397614373244,0,2061807198029518208,12.98196,-0.0467147290130287,0.0811974224349492,-2.38998488489263,0.150602684453667,-3.42687390512851,0.128882318673365,255,4315.262,17,119.6496,12.98196,17.4691,15.87412,39.7323,11.45738,1.785911,NaN,NaN,2061807198029518208,0.0417242017707902,9,16.858,0.045197,12.241,-999,14.6452,0.13263,10.644,-999,11.149,-999,74,0.0433449083958778,44,41328640,10.5,5,-12.1,4.8,ucac4,NaN,NaN,,0.114339699082316,1,https://talk.diskdetective.org/#/subjects/AWI00022em
AWI0001a8y,141.572458333333,-47.8425555555556,25816,141.5724636,-47.8425585,0.0165618680309364,J092617.39-475033.2,AWI0001a8y,0.8,271.328442,2.0380412,7.604,0.032,7.535,0.021,6.703,0.015,5.796,0.036,9.898,0.027,8.485,0.049,7.872,0.023,1.413,0.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5422344023059743360,14.88729,0.125251406573035,0.119497998245158,-3.57027815554265,0.205780334860006,3.37723904927436,0.212399183542715,221,3525.678,15,207.705,14.88729,20.51268,18.83109,62.1645,13.27351,1.902756,NaN,NaN,5422344023059743360,0.0659516288663967,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001a8y
AWI0005zof,116.3745,-84.8288055555555,373653,116.3745351,-84.8288089,0.0165732412338221,J074529.88-844943.7,AWI0005zof,0.866666666666667,297.3455225,-25.8094622,8.338,0.023,8.106,0.02,7.358,0.017,6.791,0.059,9.545,0.021,8.761,0.061,8.471,0.019,0.784000000000001,0.289999999999999,99.999,99.999,99.999,14.627,13.211,11.93,9.999,9.999,9.999,0.186,0.051,0.029,35176933,1.23925865312958,0,5193307676450725760,12.48206,0.0359885258765373,0.0261351654936577,1.49664671361648,0.0465985314173384,2.79550823464297,0.0636860674220302,239,969.0781,17,75.79353,12.48206,15.69967,13.90347,32.54728,11.31693,1.443867,219.11608514674,1.1109192653949,5193307676450725760,0.0208206782336282,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,405253815,3.2,1.7,1.2,2.1,ucac4,NaN,NaN,,0.109877765658634,1,https://talk.diskdetective.org/#/subjects/AWI0005zof
AWI0002air,275.1735,-4.46227777777778,67872,275.173504,-4.4622801,0.0166130790592607,J182041.64-042744.2,AWI0002air,0.533333333333333,25.4336135,4.7721822,6.999,0.043,6.89,0.02,6.057,0.014,5.079,0.032,9.331,0.024,7.955,0.049,7.318,0.026,1.376,0.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4173407012729117440,14.9821,0.242200342465265,0.181223778158748,-2.83825685776299,0.333213584739545,-1.72721224227366,0.298074601659337,153,2844.563,10,148.069,14.9821,10.92944,19.88073,36.99425,13.28001,2.050999,NaN,NaN,4173407012729117440,0.0385546718401457,3,21.4676,0.081781,15.0824,0.013435,18.666,0.07877,11.869,0.013312,13.0264,0.020017,52,0.0477512751852046,21,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002air
AWI0005koq,271.428791666667,-6.69463888888889,330719,271.4287947,-6.6946424,0.0166551904761882,J180542.91-064140.7,AWI0005koq,0.533333333333333,21.689394,7.0087556,7.027,0.05,7.022,0.019,6.432,0.017,5.666,0.046,9.018,0.018,7.822,0.038,7.276,0.017,1.196,0.546,99.999,99.999,99.999,18.115,15.577,12.653,9.999,9.999,9.999,0.193,0.154,0.117,1807124,0.225407928729994,0,4171351544457875712,13.41263,0.399112818038327,0.110829455819755,-2.92957349737237,0.190524219847437,0.134474738302264,0.170645340317193,167,2184.833,10,115.1474,13.41263,13.62232,16.6571,43.0274,11.89974,1.75317,NaN,NaN,4171351544457875712,0.0564721774160687,4,17.6166,0.009713,12.85,-999,15.6649,0.005148,11.076,-999,11.642,-999,39,0.0303713766328956,34,204776216,15,8.4,18.1,8.2,ucac4,NaN,NaN,,0.221660185938674,0,https://talk.diskdetective.org/#/subjects/AWI0005koq
AWI0002o9g,317.024791666667,57.0358611111111,111066,317.0248002,57.0358613,0.0167290076830659,J210805.95+570209.1,AWI0002o9g,0.733333333333333,95.9961124,6.351509,7.39,0.037,7.446,0.02,6.826,0.016,6.121,0.042,9.251,0.026,8.082,0.047,7.598,0.017,1.169,0.484000000000001,99.999,99.999,99.999,17.843,15.358,12.899,9.999,9.999,9.999,0.088,0.06,0.27,57533074,0.135361456057551,1,2189444314556002048,13.61712,0.192736045050416,0.0656653127388565,-2.41931044387546,0.131442389748,-2.15920898640375,0.124310952204142,248,3070.855,17,202.4466,13.61712,34.55661,16.63766,69.24648,12.11367,1.746765,NaN,NaN,2189444314556002048,0.0574114161934298,2,17.5912,0.033575,12.942,-999,15.3711,0.037343,11.173,-999,11.767,-999,67,0.0485503097257776,26,344015714,1.7,5.6,-11.3,5.7,ucac4,NaN,NaN,,0.0307999055425054,0,https://talk.diskdetective.org/#/subjects/AWI0002o9g
AWI0001bwj,204.064083333333,-60.1096944444444,54090,204.0640887,-60.1096983,0.0168923595290238,J133615.38-600634.9,AWI0001bwj,0.6,308.4932187,2.2773002,6.053,0.07,5.851,0.025,5.288,0.014,4.522,0.024,8.085,0.021,6.84,0.049,6.293,0.021,1.245,0.547,12.499,0.294,12.793,12.578,12.411,11.796,0.03,0.036,0.021,0.032,0.022,0.055,30942851,0.48358265705782,0,5869150707852515072,13.12873,-0.783326090412939,0.228901753961145,-5.23722861917934,0.205081800595215,4.67222938553739,0.68023614230169,267,12722.22,11,249.1326,13.12873,415.47,12.69419,66.14162,11.09048,3.878347,NaN,NaN,5869150707852515072,0.16672352636972,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,317996261,-9,4.9,10,4.6,tycho2,NaN,NaN,,0.0662176631472444,0,https://talk.diskdetective.org/#/subjects/AWI0001bwj
AWI0001qkx,357.74,64.9273611111111,41867,357.7400048,64.9273655,0.0174144141093417,J235057.60+645538.5,AWI0001qkx,0.8,116.5782762,2.8043934,6.532,0.072,6.31,0.026,5.833,0.015,5.175,0.029,8.443,0.023,7.229,0.02,6.768,0.016,1.214,0.461,13.577,1.044,14.621,14.154,13.32,99.999,0.014,0.045,0.043,0.016,0.092,9.999,58820369,14.4366248788715,0,2017281718724432896,12.7272,-0.0882964705255851,0.0787875362250285,-1.5795799718119,0.118822858990113,-3.39625947269628,0.1070920978782,284,3808.558,18,90.77232,12.7272,13.03093,15.65593,33.90954,11.23014,1.740794,-65.5774847607043,0.775762594382161,2017281718724432896,0.0049646854003498,6,16.6845,0.01794,11.949,-999,13.395,-999,10.376,-999,10.894,-999,56,0.0398234070824096,32,470726995,0.8,3.7,-16.5,3.8,ucac4,NaN,NaN,,0.296219480311783,1,https://talk.diskdetective.org/#/subjects/AWI0001qkx
AWI0005apf,199.913041666667,-42.886,266242,199.9130468,-42.8860031,0.0175467886132272,J131939.13-425309.6,AWI0005apf,0.8,308.4154249,19.6852006,6.299,0.062,6.117,0.026,5.641,0.02,5.158,0.03,7.573,0.02,6.751,0.04,6.448,0.026,0.822,0.303,10.854,1.756,12.61,11.69,10.301,99.999,0.093,0.116,0.069,0.062,0.099,9.999,20760623,0.390108312159208,0,6136428167610388096,10.01346,0.42966330667879,0.0423739931538518,-6.87851722751915,0.0782993859077548,-4.71648108677917,0.0712626882912753,119,200.2846,10,290.905,10.01346,59.16793,11.10449,147.4782,9.028285,1.323985,NaN,NaN,6136428167610388096,0.418564339960428,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,363653957,-8.0537,1.3947,-4.36696,0.549477,tgas,NaN,NaN,,0.612536685788514,0,https://talk.diskdetective.org/#/subjects/AWI0005apf
AWI0001o6v,290.053958333333,20.0506111111111,56803,290.0539634,20.0506134,0.0190128352086078,J192012.95+200302.2,AWI0001o6v,0.933333333333333,53.9864318,2.9595566,6.221,0.094,6.099,0.041,5.726,0.015,5.034,0.027,8.514,0.023,6.994,0.023,6.439,0.016,1.52,0.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4516590945695564928,13.40508,0.349996759725939,0.0832496359255417,0.665668121755926,0.102540343635117,-3.68172341840968,0.118971213452343,556,7052.654,16,700.9522,13.40508,81.62968,16.84929,203.2066,11.87412,1.775765,26.3724927682349,0.515647677045008,4516590945695564928,0.0406162669803452,4,18.0315,0.010651,12.734,-999,15.3157,0.001617,10.722,-999,11.387,-999,67,0.0106680015576378,37,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001o6v
AWI00025pj,246.834791666667,-42.2026666666667,106840,246.8347989,-42.2026669,0.0193080175662791,J162720.35-421209.6,AWI00025pj,0.533333333333333,339.8811132,4.6711332,7.672,0.026,7.624,0.021,7.044,0.019,6.306,0.052,9.657,0.023,8.436,0.021,7.875,0.021,1.221,0.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5992764299017580032,14.57133,0.295820975770078,0.169475926910207,-4.04660921656585,0.316545526744272,-4.25295020330388,0.196725260808464,168,2174.54,11,116.1988,14.57133,19.65069,18.43745,37.91412,12.97437,1.875252,NaN,NaN,5992764299017580032,0.0807094697631147,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00025pj
AWI0001czw,227.773791666667,-55.6660555555556,12323,227.7738006,-55.6660578,0.0198569894610867,J151105.71-553957.8,AWI0001czw,0.733333333333333,321.7771658,2.010552,7.902,0.025,7.777,0.019,6.791,0.019,5.787,0.037,10.546,0.026,9.02,0.026,8.319,0.023,1.526,0.700999999999999,14.002,1.006,15.008,14.492,13.574,13.138,0.082,0.084,0.018,0.039,0.024,0,28947939,14.9121302778848,0,5886597479156358784,16.4175,0.00894791005641809,0.190047012180708,-5.51526532989999,0.428932373629179,-3.33996890558653,0.322886674287873,287,4071.144,14,185.9298,16.4175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5886597479156358784,0.0456321945627143,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40713154,-10.2,3.8,2.2,3.9,ucac4,NaN,NaN,,0.112679589313007,1,https://talk.diskdetective.org/#/subjects/AWI0001czw
AWI0003pv1,226.506333333333,-61.2455555555556,220324,226.5063452,-61.2455565,0.0208301019686141,J150601.52-611444.0,AWI0003pv1,0.666666666666667,318.4053138,-2.4843269,6.65,0.074,6.579,0.022,5.899,0.015,5.009,0.027,8.773,0.024,7.518,0.051,6.985,0.027,1.255,0.532999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5876160644283630976,13.29249,0.185119902002659,0.105112698405759,-4.36452669305974,0.130811628761761,-1.9601266848891,0.178532422512401,347,6051.991,15,249.6711,13.29249,36.2152,16.61906,92.0547,11.76218,1.778243,NaN,NaN,5876160644283630976,0.0307362357444354,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454382855,-4.7,5.7,-3.1,5.8,ucac4,NaN,NaN,,0.141275149270144,1,https://talk.diskdetective.org/#/subjects/AWI0003pv1
AWI0001fqt,257.994416666667,-35.8240277777778,557,257.99442,-35.8240329,0.0208495322138672,J171158.66-354926.5,AWI0001fqt,0.733333333333333,350.3361603,2.0942362,6.269,0.091,6.185,0.024,5.696,0.017,5.175,0.042,8.451,0.027,7.129,0.033,6.617,0.023,1.322,0.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5977013000354879488,13.06488,0.123097879795127,0.137094828570807,-2.53654079147767,0.21539654331315,-7.04706025824368,0.138475898937619,300,5514.172,11,355.2109,13.06488,34.5908,16.27373,95.43965,11.53673,1.778696,-64.3193685654256,0.758650951226344,5977013000354879488,0.0544335225944711,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45588064,-14.1,4,-2,2.8,ucac4,NaN,NaN,,0.0874515216501907,0,https://talk.diskdetective.org/#/subjects/AWI0001fqt
AWI0004fkr,189.95975,-67.5481111111111,240085,189.9597594,-67.5481157,0.0209745963742026,J123950.34-673253.2,AWI0004fkr,0.6,301.8211581,-4.7013012,7.642,0.022,7.327,0.019,6.607,0.014,6.006,0.04,9.734,0.022,8.845,0.022,8.426,0.027,0.888999999999999,0.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5856806044136388608,15.18001,-0.05578627456845,0.153555225937358,-5.02762015187292,0.203718229085602,0.21842998579046,0.171054617506969,255,4072.305,17,19.53216,15.18001,3.273652,19.11318,6.880819,13.46521,2.086589,NaN,NaN,5856806044136388608,0.0815054066885436,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004fkr
AWI00023m5,29.2645,66.13625,49422,29.2645086,66.1362547,0.0210515754200695,J015703.48+660810.5,AWI00023m5,1,129.5097693,4.1061896,6.686,0.058,6.328,0.026,5.684,0.017,5.081,0.031,8.816,0.029,7.649,0.027,7.115,0.018,1.167,0.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,518783743863727360,13.49208,0.283397759928753,0.0823288271174004,-1.0446771741917,0.102687591989472,-1.9097550376153,0.120228450149271,300,3424.61,18,86.26089,13.49208,13.89222,16.99567,29.28384,11.90871,1.860426,NaN,NaN,518783743863727360,0.110275419101262,1,17.3799,0.018802,12.979,-999,15.2725,0.071359,10.864,-999,11.574,-999,60,0.0671520529531304,31,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00023m5
AWI0002o9q,317.469083333333,56.8623888888889,110615,317.4690861,56.8623946,0.0212687054250891,J210952.58+565144.6,AWI0002o9q,0.866666666666667,96.0314685,6.0555916,6.114,0.105,6.029,0.039,5.563,0.015,4.663,0.028,8.144,0.021,6.898,0.038,6.349,0.027,1.246,0.548999999999999,99.999,99.999,99.999,17.652,14.924,12.204,9.999,9.999,9.999,0.15,0.114,0.164,57523198,0.150904663191882,0,2189379340289722112,12.87193,0.270643377353834,0.128006095027111,-5.11052545003284,0.254117121379727,-4.85024005999261,0.229461666471499,188,5631.779,15,233.9756,12.87193,33.72968,16.5085,66.73354,11.30507,1.829444,NaN,NaN,2189379340289722112,0.113476549971381,2,17.5651,0.055429,12.5,-999,15.1539,0.015204,10.27,-999,11.017,-999,77,0.0429407468828741,32,344379348,-4.3,7.4,-10.5,7.8,ucac4,NaN,NaN,,0.0294372960011248,0,https://talk.diskdetective.org/#/subjects/AWI0002o9q
AWI0004p4l,216.114,-66.6918333333333,258157,216.1140044,-66.691839,0.0213410808361649,J142427.36-664130.6,AWI0004p4l,0.666666666666667,311.9608145,-5.464599,8.653,0.023,8.642,0.021,7.518,0.021,6.588,0.055,10.073,0.024,9.092,0.025,8.73,0.023,0.981,0.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5849181515101595520,13.67102,0.0823741185849805,0.047374377139426,-4.32967955508833,0.0576334452718617,-2.98413877536825,0.0793463987554108,334,1588.618,18,105.1441,13.67102,19.64237,15.64568,41.16627,12.35069,1.556271,19.9559875709281,1.39782120161323,5849181515101595520,0.0999023230002134,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,449076399,-3.9,3.4,0.3,3.4,ucac4,NaN,NaN,,0.0524342968624886,1,https://talk.diskdetective.org/#/subjects/AWI0004p4l
AWI0004zua,189.571791666667,-62.43925,118846,189.571793,-62.4392559,0.0213557959383475,J123817.23-622621.3,AWI0004zua,0.533333333333333,301.4113617,0.3937407,8.025,0.023,7.948,0.019,7.382,0.024,6.566,0.056,11.683,0.024,9.522,0.022,8.544,0.019,2.161,0.978,15.616,0.83,16.446,16.056,15.278,15.049,0.047,0.105,0.094,0.077,0.114,0.163,30796004,13.4175229916039,0,6053888967902605824,18.81965,-0.37308659991318,0.310339802696323,-6.33420144977839,0.477017080080872,2.06089280144141,0.497617304182427,287,729.5381,17,241.7581,18.81965,3.286113,21.46888,63.2473,16.90931,2.538808,NaN,NaN,6053888967902605824,0.0296609506222066,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,338408690,-0.6,4.7,-1.7,4.5,ucac4,NaN,NaN,,13.1076476294816,1,https://talk.diskdetective.org/#/subjects/AWI0004zua
AWI0001q16,321.925916666667,53.8303888888889,14110,321.9259219,53.830394,0.0214986260464114,J212742.22+534949.4,AWI0001q16,0.6,95.6390635,2.125061,6.372,0.083,6.188,0.027,5.619,0.015,4.922,0.025,8.567,0.018,7.198,0.044,6.644,0.017,1.369,0.554,99.999,99.999,99.999,17.678,14.663,12.268,9.999,9.999,9.999,0.098,0.023,0.077,56369846,0.516375897725868,0,2172949922155893248,13.19859,-0.120216527810348,0.0825061466490558,-2.60577891662526,0.146579927885385,-2.51927870345672,0.123755882008783,229,3137.45,16,310.7454,13.19859,56.38283,16.29169,112.8114,11.6772,1.772181,-12.9976030657238,1.12181931749798,2172949922155893248,0.0363812480034203,5,17.2564,0.01011,12.59,-999,14.6986,0.034669,10.67,-999,11.309,-999,66,0.10591008829733,18,383770316,-4.4,7.3,-0.6,7.7,ucac4,NaN,NaN,,0.0165461633681918,0,https://talk.diskdetective.org/#/subjects/AWI0001q16
AWI0004yjj,48.12175,58.4428055555556,98873,48.1217549,58.442811,0.0216653562958619,J031229.22+582634.1,AWI0004yjj,0.923076923076923,140.5187402,0.4721307,6.081,0.105,5.856,0.027,5.101,0.015,4.366,0.024,8.382,0.02,6.953,0.042,6.396,0.027,1.429,0.557,15.289,1.127,16.417,99.999,99.999,99.999,0.088,0.091,0.026,9.999,9.999,9.999,58110939,15.8965498510212,0,461908343822570752,13.42958,0.432104484638436,0.123091975684985,1.68228064735638,0.2745879537879,-1.66390874886342,0.2051675587435,264,6353.751,14,112.7723,13.42958,16.39358,17.40067,39.19806,11.82424,1.887693,NaN,NaN,461908343822570752,0.139316742213077,0,18.224,0.00059,12.833,-999,16.0174,0.067966,10.604,-999,11.34,-999,56,0.102930258009967,34,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004yjj
AWI00047iq,265.438,-37.1116111111111,177720,265.438007,-37.1116135,0.0218588786308177,J174145.12-370641.8,AWI00047iq,0.6,352.6061244,-3.5909514,6.156,0.063,5.988,0.041,4.816,0.016,3.926,0.027,8.16,0.023,6.99,0.026,6.457,0.031,1.17,0.533,14.665,1.266,15.931,99.999,99.999,99.999,0.087,0.092,0.03,9.999,9.999,9.999,19222229,12.996260162368,0,5962405679142210048,12.99955,0.420372818411022,0.208856948346442,-0.592825114142295,0.302215218800616,-1.99142927102266,0.243071255136531,144,3259.709,9,183.6497,12.99955,23.08705,16.21485,82.36722,11.43371,1.839958,NaN,NaN,5962405679142210048,0.0690883568346165,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,409556836,1.3,4.2,-1.6,4.2,ucac4,NaN,NaN,,0.232483783702676,1,https://talk.diskdetective.org/#/subjects/AWI00047iq
AWI0005xyk,289.249041666667,-24.6074722222222,356693,289.2490471,-24.6074758,0.0219579291164494,J191659.77-243626.9,AWI0005xyk,0.615384615384615,13.178962,-16.2554237,6.492,0.076,6.213,0.027,5.872,0.015,5.421,0.041,7.666,0.02,6.948,0.034,6.696,0.017,0.718,0.252000000000001,11.179,1.612,12.792,11.926,10.596,9.699,0.369,0.432,0.224,0.299,0.351,0,12175854,0.0467856601914583,0,6770233506485823232,10.49485,0.321774967774379,0.0952230587710034,-7.38172987431575,0.12595462973931,-4.34657216814377,0.0863549667324214,111,254.5921,8,31.3208,10.49485,5.27584,12.05174,12.97027,9.420992,1.320183,89.4938721466671,1.97689051953141,6770233506485823232,0.0516000089461617,5,11.63,-999,9.675,-999,10.336,-999,9,-999,9.229,-999,32,0.510474986244179,52,2611931,-11.3519,4.05923,-6.09089,4.10196,tgas,NaN,NaN,,0.0952698586248923,0,https://talk.diskdetective.org/#/subjects/AWI0005xyk
AWI00024kl,205.735791666667,-58.0361388888889,66736,205.7358025,-58.036141,0.0220003792933003,J134256.59-580210.1,AWI00024kl,0.666666666666667,309.7249107,4.1547614,7.139,0.032,7.106,0.021,6.337,0.016,5.47,0.03,8.894,0.03,7.769,0.034,7.284,0.018,1.125,0.485,99.999,99.999,99.999,16.929,14.571,12.273,9.999,9.999,9.999,0.105,0.06,0.179,28626822,0.577808313829591,0,5871666459186051200,13.06418,0.273957651286019,0.107261271569286,-5.59405624424658,0.186079748013572,0.04938271952665,0.170198728458233,371,6534.725,16,289.671,13.06418,60.12309,15.95337,86.26388,11.58649,1.712727,NaN,NaN,5871666459186051200,0.076925611270836,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,453607619,-0.2,2.6,-3.9,2.7,ucac4,NaN,NaN,,0.0656245005784774,0,https://talk.diskdetective.org/#/subjects/AWI00024kl
AWI00022w1,315.620666666667,51.4314444444444,29886,315.6206695,51.4314503,0.0220183052647237,J210228.96+512553.2,AWI00022w1,0.533333333333333,91.2561101,3.2251687,7.02,0.032,6.916,0.021,6.545,0.019,5.702,0.045,10.766,0.021,8.569,0.02,7.594,0.024,2.197,0.975000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2169427293050368384,17.72699,0.113233956567638,0.211307795750741,-3.21651498107669,0.419926647634356,-1.23023482554495,0.464406698995605,185,784.8485,13,207.2297,17.72699,3.243329,21.18529,72.71389,15.87808,2.369092,NaN,NaN,2169427293050368384,0.0369808472886261,3,22.149,-999,17.8091,0.01497,21.87,0.117965,14.1923,0.005109,15.7258,0.009206,30,0.0379955139122049,17,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00022w1
AWI00021nq,290.088875,21.11425,44755,290.0888753,21.1142563,0.0227023664570395,J192021.33+210651.3,AWI00021nq,0.533333333333333,54.9437836,3.4272443,7.143,0.033,7.236,0.02,6.24,0.014,5.116,0.028,9.523,0.022,8.12,0.031,7.501,0.017,1.403,0.618999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4517005427213550848,15.33296,-0.266996773288509,0.128227767254122,-3.32324495128998,0.146354227794124,-7.16947873077282,0.185224308776974,395,4800.21,14,222.512,15.33296,15.3744,20.08001,60.03798,13.60971,2.092409,NaN,NaN,4517005427213550848,0.0615428794853786,5,21.4593,0.047828,15.0504,0.009215,18.51,0.009242,12.0527,0.016173,13.2946,0.005301,38,0.0351446393625265,35,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00021nq
AWI0001qie,352.724333333333,64.0593611111111,54071,352.724337,64.0593673,0.023016077777275,J233053.84+640333.7,AWI0001qie,0.8,114.2625765,2.5517394,7.63,0.028,7.654,0.02,6.908,0.017,5.758,0.034,9.79,0.025,8.455,0.027,7.929,0.017,1.335,0.526,99.999,99.999,99.999,99.999,99.999,13.454,9.999,9.999,9.999,9.999,9.999,0.048,59236577,0.322477843277063,0,2016986224973366912,14.18919,0.0672070405050807,0.0737863650122435,-1.62301063283594,0.115045865579273,-0.0382906590998054,0.111572273752924,261,2154.974,18,164.4421,14.18919,24.95913,17.08287,53.84602,12.69066,1.744703,-143.499118808485,1.46769001829093,2016986224973366912,0.0437516269122924,6,18.0816,0.004134,13.6147,0.001,15.7187,0.002053,11.7765,0.014658,12.4187,0.012782,79,0.0976343098042693,22,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001qie
AWI0005km2,270.773625,-5.75125,345237,270.7736312,-5.7512518,0.02313374278004,J180305.67-054504.5,AWI0005km2,0.933333333333333,22.2123253,8.031206,6.416,0.088,6.286,0.026,5.653,0.017,4.748,0.03,8.594,0.026,7.2,0.034,6.631,0.023,1.394,0.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4172275718340301696,13.94272,-0.131418421767754,0.165558757075918,0.250302881833809,0.290089577528056,-1.63056485739895,0.275267778923269,123,2431.653,10,247.2197,13.94272,35.0864,18.39679,218.4027,12.25446,2.029215,NaN,NaN,4172275718340301696,0.0662740821814136,3,19.3987,0.036142,12.968,-999,16.9854,0.067528,10.786,-999,11.508,-999,66,0.0344837358585746,27,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005km2
