Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,256,G_distance,G_distance_error,G_dist_mod,,,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI00021r6,291.35675,23.75886111,64206,291.3567711,23.758884,0.107810543,J192525.62+234531.9,AWI00021r6,0.533333333,57.8345941,3.6321466,8.136,0.022,8.076,0.019,7.406,0.017,6.78,0.084,9.9,0.021,8.781,0.021,8.323,0.017,1.119,0.458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.02272E+18,14.17361,0.231146318,0.068254483,3.386536809,4326.264016,1277.489146,13.1805651,0.4648632,0.993044903,-1.688196136,0.100663081,-5.649365969,0.112707066,419,2791.231,16,387.0184,14.17361,61.9468,17.15992,136.9888,12.69199,1.714357,NaN,NaN,2.02272E+18,0.103684205,16,17.8425,0.081894,13.544,0.001,15.815,0.064937,11.821,-999,12.475,-999,67,0.062395219,44,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00021r6
AWI0006485,237.7924167,-72.43766667,308215,237.7924204,-72.4376678,0.005752642,J155110.18-722615.6,AWI0006485,0.666666667,315.6287236,-14.1590477,8.051,0.024,7.717,0.02,7.065,0.017,6.702,0.066,9.285,0.026,8.47,0.04,8.063,0.034,0.815,0.407,13.981,1.624,15.605,99.999,99.999,99.999,0.044,0.261,0.257,9.999,9.999,9.999,34271002,3.189250345,1,5.79467E+18,13.35845,0.228943023,0.0708342,3.23209723,4367.898999,1351.413243,13.20136294,0.487286927,0.157087063,-3.401839369,0.093266458,-2.451766018,0.116813407,237,2258.981,16,32.07956,13.35845,3.960001,15.74633,11.84325,11.82016,1.838145,NaN,NaN,5.79467E+18,0.064502559,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,426130136,-4.1,8.1,-3.9,3.7,ucac4,NaN,NaN,,0.084769118,1,https://talk.diskdetective.org/#/subjects/AWI0006485
AWI0006443,222.9372083,-72.601,367146,222.9372309,-72.6010032,0.026885807,J145144.93-723603.6,AWI0006443,0.8,311.7390805,-11.8193296,7.114,0.037,7.04,0.019,5.919,0.015,5.06,0.028,8.528,0.027,7.674,0.055,7.359,0.029,0.854,0.315,11.86,1.596,13.456,12.649,11.241,10.342,0.251,0.31,0.182,0.225,0.297,0.189,34200309,0.146904935,0,5.79687E+18,11.24538,0.227234941,0.05703129,3.984390702,4400.731656,1104.493004,13.21762444,0.395415838,-1.972244437,-7.250454062,0.068828856,-1.211182824,0.087454579,230,1351.202,17,157.1828,11.24538,31.21334,12.46665,58.59368,10.13563,1.421976,-54.76028835,1.064914072,5.79687E+18,0.048410066,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,402584452,-14.3,1.3,12.2,1.3,ucac4,NaN,NaN,,0.118050217,0,https://talk.diskdetective.org/#/subjects/AWI0006443
AWI00065zq,282.5148333,-26.40427778,315911,282.5148454,-26.4042958,0.075652285,J185003.56-262415.4,AWI00065zq,0.866666667,8.9606056,-11.4189086,6.897,0.061,6.74,0.022,5.908,0.016,5.415,0.037,8.168,0.029,7.52,0.027,7.204,0.021,0.648,0.316,10.156,0.487,10.643,10.357,9.93,9.715,0.101,0.108,0.036,0,0,0,12882437,0.995709007,0,4.07236E+18,9.704081,0.227092245,0.059262261,3.831987496,4403.496921,1149.141777,13.21898848,0.411153693,-3.514907485,-3.106533354,0.104577173,-9.543292673,0.084241705,117,210.8946,10,101.826,9.704081,32.31498,10.15531,27.4334,9.153703,1.191108,NaN,NaN,4.07236E+18,0.07642083,12,-999,-999,-999,-999,9.65169,0,-999,-999,-999,-999,2,1.26796177,48,325751490,-4.37893,1.97597,-11.2866,2.06144,tgas,NaN,NaN,,0.091100234,0,https://talk.diskdetective.org/#/subjects/AWI00065zq
AWI0005otz,245.384875,-60.52441667,323544,245.3849125,-60.524421,0.068234298,J162132.37-603127.9,AWI0005otz,0.8,326.1276771,-7.5000558,6.818,0.04,6.531,0.023,5.982,0.015,5.503,0.038,8.23,0.026,7.349,0.029,7.027,0.021,0.881,0.322,12.725,1.862,14.587,13.411,11.911,10.7,0.759,1.062,0.743,0.561,0.589,0.487,31350067,0.261869573,0,5.83118E+18,11.07235,0.226080746,0.055330069,4.086037659,4423.198435,1082.515337,13.22868212,0.385667693,-2.156332116,-5.593711061,0.082222136,-5.721477517,0.087848048,359,2076.448,16,87.20136,11.07235,16.26949,12.49398,34.47818,9.907476,1.443524,-67.89580416,1.001801025,5.83118E+18,0.07015963,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,300754295,7.3,5.1,-12.2,5.1,ucac4,NaN,NaN,,0.104516392,0,https://talk.diskdetective.org/#/subjects/AWI0005otz
AWI00023o4,65.01095833,56.63647222,89711,65.0109655,56.6364782,0.025776526,J042002.63+563811.3,AWI00023o4,0.916666667,148.7601458,4.6187261,7.442,0.034,7.199,0.019,6.433,0.017,5.854,0.048,9.214,0.024,8.199,0.047,7.737,0.024,1.015,0.462,14.512,2.214,16.726,16.333,14.236,12.333,0,0,0,0.625,0.603,0.491,57988795,0.585778559,0,2.76889E+17,13.34026,0.223840536,0.074284736,3.01327769,4467.466065,1482.593549,13.25030631,0.523203836,0.089953688,0.178059283,0.116878478,-1.010632961,0.089078193,550,4764.623,15,135.3408,13.34026,46.81039,15.60976,43.5567,11.91997,1.666599,NaN,NaN,2.76889E+17,0.036940846,3,16.5742,0.090811,12.437,-999,13.892,0.004856,11.029,-999,11.479,-999,54,0.058057619,22,305969565,3,5.3,0.7,5.4,ucac4,NaN,NaN,,0.04033215,1,https://talk.diskdetective.org/#/subjects/AWI00023o4
AWI0003065,265.540625,-32.55688889,129883,265.5406418,-32.5569054,0.078304969,J174209.75-323324.8,AWI0003065,0.533333333,356.5267668,-1.2648576,6.936,0.051,6.606,0.022,5.785,0.021,4.78,0.037,8.846,0.024,8.272,0.038,7.715,0.021,0.574,0.557,12.736,1.204,13.94,13.408,12.004,11.131,0.034,0.049,0.035,0.022,0.04,0.083,16952457,0.13490779,1,4.05415E+18,11.74981,0.219592253,0.050971893,4.308104742,4553.894718,1057.052925,13.29191493,0.366265862,-1.542104929,-0.197320573,0.080985168,-3.309423933,0.062668179,164,432.7621,11,755.2078,11.74981,169.7549,12.88894,219.6235,10.67991,1.398035,NaN,NaN,4.05415E+18,0.080052165,31,13.3176,0.001288,11.324,-999,12.262,-999,10.343,-999,10.647,-999,9,0.128649038,14,193309782,-1.7,1.7,2.5,1.7,ucac4,NaN,NaN,,0.337928265,0,https://talk.diskdetective.org/#/subjects/AWI0003065
AWI0005zuy,316.894375,1.374277778,345034,316.894385,1.3742796,0.03658262,J210734.65+012227.4,AWI0005zuy,0.733333333,51.3874675,-29.1464858,7.32,0.034,7.123,0.02,6.349,0.016,5.767,0.043,8.475,0.021,7.734,0.051,7.379,0.029,0.741,0.355,12.415,1.602,14.017,13.309,11.846,10.773,0.65,0.837,0.527,0.494,0.644,0.412,36073125,0.03761258,0,2.69072E+18,11.28252,0.219452905,0.048050907,4.567091801,4556.786341,997.74354,13.29329333,0.345505738,-2.010773329,1.362028156,0.077896642,-7.400331172,0.071114089,108,279.2894,8,50.05714,11.28252,9.021351,12.51608,17.59563,10.22212,1.366699,-50.48396386,0.994257658,2.69072E+18,0.098627802,0,13.2271,0.005305,11.199,-999,12.255,-999,10.064,-999,10.411,-999,60,0.092296838,58,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005zuy
AWI0005nih,126.331875,-51.11622222,308441,126.3318927,-51.1162473,0.098744411,J082519.65-510658.4,AWI0005nih,0.933333333,267.4171212,-7.6093582,6.706,0.078,6.731,0.023,5.811,0.015,5.047,0.033,8.313,0.02,7.281,0.029,6.907,0.024,1.032,0.374,14.019,1.962,15.98,14.909,13.216,11.216,0.077,0.145,0.122,0.12,0.077,0.115,25604814,0.182778498,0,5.32255E+18,11.91055,0.21878233,0.044516384,4.914647392,4570.75304,930.0266481,13.29993878,0.321116008,-1.389388784,-4.868719007,0.086608803,2.740886994,0.095034216,221,1433.379,15,104.9691,11.91055,20.39082,13.8002,50.34995,10.53135,1.646037,45.67837292,0.452706801,5.32255E+18,0.027379244,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140033530,-4.2,1.9,2.2,2,ucac4,NaN,NaN,,0.060580771,0,https://talk.diskdetective.org/#/subjects/AWI0005nih
AWI0002ool,340.537125,65.13619444,83128,340.5371468,65.1362123,0.072254966,J224208.91+650810.3,AWI0002ool,0.733333333,109.8767051,5.5949708,6.065,0.099,5.968,0.034,5.468,0.015,4.549,0.027,7.846,0.041,6.674,0.046,6.238,0.021,1.172,0.436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.21166E+18,11.92583,0.217893401,0.066167555,3.293055073,4589.400113,1393.660297,13.30877961,0.4793295,-1.38294961,-2.109450991,0.122131354,-0.669755744,0.106130611,276,3674.071,19,193.6444,11.92583,30.4845,14.57273,70.60059,10.4486,1.724823,NaN,NaN,2.21166E+18,0.004808971,1,15.1941,0.005612,11.312,-999,12.998,-999,9.656,-999,10.215,-999,73,0.065491992,36,456037332,-1,1.7,0.2,2.4,ucac4,NaN,NaN,,0.09314483,0,https://talk.diskdetective.org/#/subjects/AWI0002ool
AWI00056bz,181.69525,-50.32394444,221101,181.6952864,-50.3239584,0.09758783,J120646.86-501926.2,AWI00056bz,0.571428571,295.6737868,11.9174644,7.401,0.033,7.132,0.02,6.696,0.015,6.317,0.054,8.312,0.021,7.65,0.042,7.368,0.023,0.662,0.282,11.598,1.872,13.469,12.812,11.322,10.435,0.508,0.679,0.449,0,0,0.012,25784428,0.188572426,1,6.12955E+18,11.49434,0.217356757,0.072191345,3.010842311,4600.731138,1528.054498,13.31413427,0.524315677,-1.819794272,-9.019603043,0.094159423,1.196134481,0.071874914,444,3296.726,19,174.3618,11.49434,25.07423,13.06668,108.4107,10.3478,1.397011,93.33652868,0.877569591,6.12955E+18,0.036118172,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,333481929,-6.3,1.5,2.8,2.3,ucac4,NaN,NaN,,0.289465536,0,https://talk.diskdetective.org/#/subjects/AWI00056bz
AWI000667n,284.9950833,-26.67519444,335727,284.9950922,-26.6752032,0.042509415,J185958.82-264030.7,AWI000667n,0.666666667,9.6428102,-13.5527086,6.75,0.062,6.652,0.021,6.133,0.015,5.261,0.033,7.944,0.026,7.089,0.031,6.818,0.017,0.855,0.271,11.643,1.86,13.503,12.369,10.779,9.949,0.302,0.415,0.285,0.006,0.052,0,13766530,0.188616389,0,6.76379E+18,10.91484,0.209619085,0.049554125,4.230103675,4770.557985,1127.763845,13.39284589,0.373789626,-2.478005895,-0.993723238,0.086006576,-4.784256645,0.084065776,128,351.836,10,67.27201,10.91484,14.16252,12.20537,28.72482,9.769315,1.446941,81.06156453,0.725952487,6.76379E+18,0.090498474,7,12.8825,0.001,10.913,-999,12.496,-999,9.529,-999,10.012,-999,58,0.236971668,41,108001803,-2.4,1.6,-4.7,2.6,ucac4,NaN,NaN,,0.109184795,1,https://talk.diskdetective.org/#/subjects/AWI000667n
AWI0005zec,333.4520833,28.84194444,365799,333.4520978,28.8419453,0.045723528,J221348.50+285031.0,AWI0005zec,0.6,85.931645,-22.4814986,8.165,0.025,8.192,0.02,7.394,0.019,6.566,0.072,9.402,0.021,8.585,0.046,8.32,0.017,0.817,0.265,13.082,1.598,14.68,13.848,12.5,11.339,0.147,0.195,0.129,0.124,0.134,0.114,47388950,0.343845907,0,1.8949E+18,12.34259,0.206667312,0.053100185,3.892026238,4838.694557,1243.232769,13.42364104,0.406512049,-1.08105104,-0.776943763,0.088936088,-3.084789248,0.082608326,192,1041.264,11,88.62628,12.34259,18.39551,13.63489,35.43413,11.1849,1.460357,-17.02509604,0.403885369,1.8949E+18,0.063597747,0,13.6779,0.00504,11.581,-999,12.326,-999,10.807,-999,11.076,-999,79,0.086437889,20,27962063,-2.5,1.8,1.1,2.8,ucac4,NaN,NaN,,0.082752402,0,https://talk.diskdetective.org/#/subjects/AWI0005zec
AWI0006713,306.257625,11.48175,347386,306.2576556,11.4817561,0.110166376,J202501.83+112854.3,AWI0006713,0.933333333,54.4500561,-14.8085816,6.269,0.09,6.003,0.029,4.827,0.014,3.818,0.022,7.846,0.027,7.005,0.076,6.663,0.023,0.841,0.342,11.84,1.629,13.469,12.566,11.116,9.735,0.125,0.203,0.16,0.111,0.272,0.11,40677589,0.074673922,0,1.75411E+18,10.62402,0.205781887,0.049252213,4.178124714,4859.514185,1163.085001,13.43296427,0.378747343,-2.808944271,2.185429797,0.061863597,-3.941720549,0.059376282,277,993.7639,12,85.91193,10.62402,25.15363,12.05859,41.45956,9.470903,1.427764,-46.20463682,0.361363603,1.75411E+18,0.069095372,2,12.755,-999,10.253,-999,11.119,-999,9.345,-999,9.656,-999,36,0.350627947,63,374794536,3.5,2.9,-3.7,2.9,tycho2,NaN,NaN,,0.222282406,0,https://talk.diskdetective.org/#/subjects/AWI0006713
AWI0004f3b,155.9245833,-62.80016667,200726,155.9246093,-62.8001721,0.046993447,J102341.90-624800.6,AWI0004f3b,0.533333333,286.9363316,-4.6108773,6.983,0.052,7.046,0.02,6.316,0.015,5.655,0.033,8.386,0.034,7.55,0.04,7.16,0.018,0.836,0.39,13.012,1.725,14.737,13.815,12.777,11.092,0,0,0,0,0.671,0.339,30294858,0.343058283,1,5.25227E+18,12.12693,0.205758321,0.050597234,4.066592264,4860.070756,1195.121232,13.43321296,0.389137016,-1.30628296,-8.37568589,0.088727428,4.056952615,0.084633904,291,2502.175,19,61.24621,12.12693,11.0684,14.11126,21.3913,10.65633,1.768572,NaN,NaN,5.25227E+18,0.082293499,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,378958137,-7,2.3,0.2,2.2,ucac4,NaN,NaN,,0.196311375,0,https://talk.diskdetective.org/#/subjects/AWI0004f3b
AWI00065fd,277.7761667,-38.35205556,305257,277.7761794,-38.3520557,0.035952082,J183106.28-382107.4,AWI00065fd,0.933333333,356.1527996,-12.7732063,6.835,0.061,6.644,0.024,6.016,0.015,5.366,0.042,7.892,0.021,7.091,0.051,6.777,0.023,0.801,0.314,11.472,1.661,13.133,12.333,10.9,9.829,0.392,0.592,0.444,0.336,0.316,0.25,19309106,0.065054891,0,6.72694E+18,11.20452,0.20472599,0.055602111,3.681982303,4884.577685,1326.616285,13.44413511,0.429879953,-2.239615105,4.149912989,0.093218248,-4.559399256,0.084539084,133,482.2027,11,33.33634,11.20452,6.634503,12.57056,11.66424,9.947458,1.564303,NaN,NaN,6.72694E+18,0.034640767,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313122846,2.8,2.8,-2.7,1.7,ucac4,NaN,NaN,,0.333743405,0,https://talk.diskdetective.org/#/subjects/AWI00065fd
AWI00063wd,191.922625,34.38166667,317639,191.9226476,34.3816936,0.117939888,J124741.43+342254.0,AWI00063wd,0.666666667,129.0297832,82.7021982,6.274,0.092,6.031,0.038,5.448,0.016,4.845,0.027,7.533,0.019,6.74,0.021,6.53,0.021,0.793,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1.51515E+18,9.649494,0.204119897,0.037093605,5.502832617,4899.081443,890.2835655,13.4505733,0.287672894,-3.801079296,-9.376806259,0.049115243,-17.59530032,0.042570477,230,466.9466,14,463.0591,9.649494,154.322,10.54061,249.2421,8.773347,1.277404,57.94867695,0.613745268,1.51515E+18,0.139820987,0,12.3543,0.057593,10.0745,0.066237,9.64767,0.001,9.34265,0.03282,9.13682,0.035404,17,0.130238667,75,165732764,-8.82727,0.661612,-17.6213,0.676221,tgas,0.435759,0.331094,tgas,0.34641984,0,https://talk.diskdetective.org/#/subjects/AWI00063wd
AWI0005ahj,112.6540417,15.57388889,250058,112.6540555,15.5738962,0.054717603,J073036.97+153426.0,AWI0005ahj,0.8,203.1167498,15.5611685,6.602,0.072,6.588,0.022,5.598,0.015,4.878,0.03,7.767,0.026,6.96,0.031,6.718,0.02,0.807,0.242,10.728,1.593,12.321,11.705,10.33,9.822,0.203,0.308,0.232,0,0.009,0.426,43472243,0.901038441,0,3.16842E+18,9.969517,0.203415854,0.042200789,4.820190834,4916.037661,1019.884446,13.45807601,0.328463132,-3.488559006,9.03270418,0.080228984,-13.09414214,0.069840391,143,439.6094,11,128.001,9.969517,34.01064,10.93524,57.74245,9.021917,1.320919,-232.456321,0.165303429,3.16842E+18,0.152090966,1,12.7708,0,9.14832,0.044085,10.0083,0.367674,9.8339,0.30893,-999,-999,18,0.134805344,57,247092774,8.98718,2.24443,-13.2492,2.03537,tgas,0.316683,0.345948,tgas,0.154868232,1,https://talk.diskdetective.org/#/subjects/AWI0005ahj
AWI00061yb,302.6047917,-39.52575,380441,302.6048199,-39.5257675,0.100575243,J201025.15-393132.7,AWI00061yb,0.666666667,1.2771323,-31.4745336,7.029,0.055,6.939,0.02,6.393,0.016,5.975,0.05,8.435,0.03,7.623,0.031,7.394,0.02,0.812,0.229,11.283,1.677,12.96,12.088,10.768,10.131,0.006,0.014,0.012,0.01,0.144,0.085,19511656,0.038999573,0,6.69353E+18,10.75616,0.198663202,0.036780144,5.401370909,5033.644842,931.9198639,13.50941285,0.293422995,-2.753252849,5.760880399,0.061234124,-6.2864039,0.041140734,209,407.5843,12,385.859,10.75616,86.11119,11.72971,142.804,9.819163,1.308848,58.39256523,0.509847272,6.69353E+18,0.075615491,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,269769108,4.93202,1.4609,-7.86181,1.77432,tgas,0.351128,0.42005,tgas,0.027549368,0,https://talk.diskdetective.org/#/subjects/AWI00061yb
AWI0005zdc,318.2091667,16.48405556,334861,318.2091806,16.484058,0.04889675,J211250.20+162902.6,AWI0005zdc,0.8,65.8078466,-21.3686167,7.216,0.036,7.218,0.02,6.615,0.016,5.991,0.043,8.67,0.023,7.945,0.021,7.649,0.016,0.725,0.296,12.132,1.661,13.792,12.89,11.541,10.418,0.435,0.599,0.412,0.38,0.415,0.259,44682164,0.098668465,0,1.76083E+18,11.28618,0.193453492,0.053524959,3.614267019,5169.201075,1430.221134,13.56711713,0.439012795,-2.28093713,-3.635893828,0.094617665,-4.387302948,0.090326669,206,935.7872,10,64.32384,11.28618,12.51253,12.52533,29.26959,10.08514,1.521958,-74.64166766,1.322331889,1.76083E+18,0.099589565,1,-999,-999,13.9709,0.001449,-999,-999,-999,-999,-999,-999,1,0.093394152,53,230170352,-4.6,1.4,-1.5,1.7,ucac4,NaN,NaN,,0.082269716,0,https://talk.diskdetective.org/#/subjects/AWI0005zdc
AWI00059td,285.5491667,29.59713889,229368,285.5492021,29.5971635,0.14195879,J190211.80+293549.7,AWI00059td,0.8,60.7437232,10.8883682,6.895,0.062,6.557,0.022,6.141,0.016,5.772,0.04,8.098,0.019,7.332,0.017,7.091,0.024,0.766,0.241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.04081E+18,11.58411,0.191712046,0.052712306,3.636950479,5216.156331,1434.211536,13.58675299,0.436444556,-2.002642995,-0.633367363,0.073430207,-6.837736197,0.09664115,260,2105.42,16,43.41309,11.58411,10.36025,12.92272,18.14636,10.15679,1.799853,NaN,NaN,2.04081E+18,0.091387353,3,-999,-999,14.067,0.000327,14.2359,0.001587,12.3671,0.001833,13.3152,0.001437,5,0.120725586,55,115234696,2.12325,3.14214,-6.15669,2.76525,tgas,0.108083,0.808532,tgas,0.121076907,0,https://talk.diskdetective.org/#/subjects/AWI00059td
AWI00064w9,270.4475,-51.6805,322571,270.4475097,-51.6805266,0.098177323,J180147.40-514049.8,AWI00064w9,0.533333333,341.5149443,-13.8356135,7.504,0.031,7.463,0.02,6.336,0.015,5.203,0.033,8.734,0.023,7.909,0.023,7.681,0.029,0.825,0.228,11.677,1.614,13.292,12.487,11.055,10.551,0.012,0.021,0.017,0.011,0.025,0.062,25061694,0.148478858,0,6.70278E+18,11.06721,0.18593488,0.050516289,3.680691589,5378.227053,1461.200137,13.65319566,0.431823184,-2.585985665,2.526096218,0.068248896,-8.900628884,0.060416431,250,740.9042,10,1087.265,11.06721,300.91,12.03924,615.398,10.1317,1.307884,10.37301014,0.552151942,6.70278E+18,0.125693117,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,337344195,8.6,3.3,-3.3,3.2,tycho2,NaN,NaN,,0.177889073,0,https://talk.diskdetective.org/#/subjects/AWI00064w9
AWI0005cpg,271.1614167,32.69458333,252052,271.1614556,32.694597,0.127803055,J180438.74+324140.5,AWI0005cpg,0.666666667,58.988046,23.463471,6.418,0.074,6.017,0.035,5.069,0.015,4.419,0.023,8.135,0.02,7.351,0.023,7.002,0.018,0.784,0.349,11.352,1.749,13.1,12.107,10.739,99.999,0.012,0.043,0.042,0.119,0.007,9.999,48637694,0.106408747,0,4.60357E+18,11.1639,0.183787538,0.045290538,4.057967683,5441.065322,1340.835055,13.6784197,0.391869558,-2.514519699,-1.373783775,0.076965121,-3.483328904,0.080828216,275,2055.046,18,53.40867,11.1639,10.46939,12.73169,17.75805,9.85805,1.591295,NaN,NaN,4.60357E+18,0.056846455,0,13.31,-999,10.684,-999,11.649,-999,9.67,-999,9.989,-999,61,0.744102038,59,258346408,-0.407729,2.15169,-0.797909,1.79178,tgas,NaN,NaN,,0.046835289,0,https://talk.diskdetective.org/#/subjects/AWI0005cpg
AWI00062c5,58.79133333,-53.50894444,410663,58.7913451,-53.5089698,0.094692363,J035509.92-533032.2,AWI00062c5,0.8,263.8912195,-47.2821854,6.165,0.098,5.775,0.045,5.261,0.015,4.863,0.026,7.442,0.018,6.652,0.02,6.295,0.02,0.79,0.357,11.625,2.197,13.822,12.95,10.99,9.909,1.017,1.145,0.526,0.572,0.994,0.683,25167191,0.287289652,0,4.82814E+18,10.37047,0.176618201,0.027102046,6.516784868,5661.930611,868.8226979,13.76482271,0.244425824,-3.394352713,2.625735955,0.048686184,-1.844921982,0.056594392,225,892.3098,17,43.12419,10.37047,8.371929,11.99102,17.14512,9.235655,1.376386,8.917040359,0.915912819,4.82814E+18,0.098283344,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,206493997,2.25191,0.97383,-1.27751,2.56128,tgas,0.0536837,0.658166,tgas,0.098913393,0,
AWI0005a9q,328.2369167,71.28552778,288964,328.2369251,71.2855491,0.077375616,J215256.86+711707.9,AWI0005a9q,0.533333333,109.5459745,13.2166625,8.276,0.023,8.288,0.02,7.829,0.018,7.279,0.057,9.998,0.022,8.832,0.028,8.456,0.024,1.166,0.376,99.999,99.999,99.999,16.774,14.427,12.94,9.999,9.999,9.999,0.016,0.046,0.039,60115352,0.450209641,0,2.22471E+18,13.73662,0.175049305,0.052656814,3.324342906,5712.676215,1718.437711,13.78419805,0.479333019,-0.047578048,-4.068147723,0.093784741,-0.06081299,0.094047941,212,1298.047,17,218.7039,13.73662,36.53599,15.66893,86.16647,12.412,1.566685,-101.0380406,1.887210903,2.22471E+18,0.032227595,0,16.5856,0.024908,13.05,-999,14.4319,0.01281,11.748,-999,12.194,-999,54,0.068279341,20,322439486,-5.1,5.5,-4.9,5.7,ucac4,NaN,NaN,,0.139474632,0,https://talk.diskdetective.org/#/subjects/AWI0005a9q
AWI0005doy,209.9531667,-12.32722222,296182,209.9531813,-12.3272373,0.074799786,J135948.76-121938.0,AWI0005doy,0.733333333,327.9323455,47.1983479,8.292,0.023,8.28,0.02,7.722,0.019,6.988,0.085,9.369,0.021,8.644,0.023,8.43,0.017,0.725,0.214,11.939,1.589,13.528,12.741,11.44,10.861,0.05,0.055,0.023,0.04,0.066,0.139,10076219,0.058968633,0,3.61261E+18,11.39494,0.172904957,0.038349707,4.508638288,5783.524184,1282.765175,13.81096278,0.353607812,-2.41602278,-17.44589085,0.067425793,0.005661934,0.063960871,139,261.116,10,269.5655,11.39494,50.00333,12.25575,76.00985,10.52657,1.279727,102.958428,0.384150588,3.61261E+18,0.103147668,0,12.6245,0.001072,10.8961,0.001,13.9913,0.001062,11.71,-999,10.2739,0.001,7,0.930119343,27,335771246,-17.2,1.3,-0.7,1.6,ucac4,NaN,NaN,,0.396143611,0,https://talk.diskdetective.org/#/subjects/AWI0005doy
AWI00000ou,263.0825417,37.73730556,289460,263.0825805,37.737332,0.145897107,J173219.81+374414.3,AWI00000ou,0.75,62.5286213,31.1464811,7.214,0.039,7.037,0.021,6.558,0.016,6.202,0.045,8.2,0.018,7.52,0.017,7.328,0.016,0.68,0.192,11.493,1.651,13.144,12.235,10.969,10.127,0.247,0.42,0.34,0.314,0.215,0.17,50418610,0.015658333,0,1.34323E+18,10.48704,0.165661322,0.020878487,7.934546304,6036.412057,760.7759569,13.90389439,0.201287773,-3.416854389,-3.08356071,0.03590289,-3.195158366,0.039254289,266,594.7236,18,90.2586,10.48704,22.88674,11.44705,44.50835,9.522522,1.338527,-152.6665567,1.952781372,1.34323E+18,0.081162993,1,11.88,-999,10.095,-999,10.699,-999,9.487,-999,9.689,-999,53,0.135106744,36,88876639,-2.50817,1.41299,-3.39666,2.88842,tgas,0.238562,0.895829,tgas,0.135106744,0,
