Name,RA,DEC
AWI0005g81,16:20:52.72,-39:42:24.2
AWI0003r0e,16:21:09.61,-53:17:50.9
AWI0005otz,16:21:32.37,-60:31:27.9
AWI0005g8r,16:22:00.18,-39:11:35.8
AWI0005xen,16:22:27.30,-74:00:39.6
AWI0005g94,16:22:35.65,-38:16:18.3
AWI0005g98,16:22:53.08,-37:24:37.5
AWI00057ho,16:22:57.10,-33:23:47.7
AWI0005dtm,16:23:13.17,+44:08:28.2
AWI0005b5v,16:23:21.64,-27:40:10.3
AWI0005g9m,16:23:32.45,-37:52:36.2
AWI0005g9n,16:23:36.08,-36:23:07.3
AWI0002fmk,16:24:33.61,-40:44:20.2
AWI0001tl7,16:24:36.00,-44:55:01.9
AWI00025o5,16:24:40.54,-43:06:24.5
AWI0001tm6,16:25:50.94,-44:25:39.9
AWI0001tmu,16:26:48.64,-43:32:21.0
AWI00025p9,16:26:52.58,-43:04:15.9
AWI0005gbh,16:27:11.73,-37:06:17.5
AWI00025pj,16:27:20.35,-42:12:09.6
AWI00025py,16:28:02.24,-42:13:28.5
AWI0001ees,16:28:46.38,-44:59:40.7
AWI0003fys,16:29:06.52,-51:03:54.9
AWI000134p,16:30:41.61,-46:19:30.0
AWI0002fqi,16:30:49.58,-40:41:19.7
AWI0002fql,16:30:59.49,-40:18:43.2
AWI0005gdw,16:31:35.67,-35:38:34.6
AWI0002frm,16:32:04.94,-40:07:18.4
AWI00025s8,16:32:17.45,-41:35:57.5
AWI00057ls,16:33:07.65,-30:23:55.4
AWI0002fsv,16:33:29.49,-38:18:24.4
AWI0001377,16:33:55.81,-46:01:59.7
AWI0001tso,16:35:02.98,-42:49:28.5
AWI0002fts,16:35:03.67,-39:25:55.4
AWI0005gfy,16:35:11.78,-35:58:41.3
AWI0005b9d,16:35:14.61,-22:29:43.0
AWI0005ggg,16:35:54.19,-34:31:26.0
AWI0001enw,16:36:52.00,-43:22:38.2
AWI00057na,16:37:59.95,-24:21:46.7
AWI0002fw4,16:38:28.41,-37:04:14.3
AWI0005b9v,16:38:30.68,-19:24:56.0
AWI0001tvu,16:38:32.44,-41:31:33.6
AWI00057no,16:38:56.36,-28:49:02.8
AWI0001era,16:40:16.98,-42:32:06.3
AWI0003rbx,16:40:54.73,-50:09:23.7
AWI0001es0,16:41:15.11,-42:15:47.2
AWI0001es6,16:41:34.12,-43:07:55.7
AWI00025yf,16:41:59.54,-38:47:54.0
AWI0005baj,16:42:08.15,-20:30:47.2
AWI00025yq,16:42:17.74,-39:15:41.6
AWI0001tyl,16:42:24.62,-41:24:30.6
AWI0002fzl,16:42:50.62,-37:09:54.4
AWI0005gm3,16:43:18.23,-32:02:48.4
AWI0005gm5,16:43:21.78,-31:27:45.9
AWI00057po,16:43:25.86,-29:29:34.1
AWI0003re8,16:43:32.80,-49:01:37.8
AWI0005bap,16:44:02.69,-17:26:52.1
AWI0002g1a,16:44:58.57,-36:49:55.1
AWI00000rw,16:46:15.05,+53:11:54.4
AWI0005cjn,16:47:48.85,-06:46:08.3
AWI0005p1x,16:48:01.11,-59:16:33.4
AWI0005bbr,16:48:11.46,-16:35:33.5
AWI000261c,16:48:27.97,-37:48:45.3
AWI0004q2y,16:48:48.80,-54:13:58.2
AWI0001u3i,16:50:17.01,-38:46:42.4
AWI0003g7o,16:50:28.84,-47:35:34.6
AWI0001u4m,16:51:41.89,-37:58:32.3
AWI0005gsi,16:52:33.27,-28:27:37.7
AWI0003rru,16:55:59.29,-47:14:52.8
AWI00057w5,16:56:28.42,-20:10:21.8
AWI0005cki,16:59:20.50,-08:07:03.5
AWI000466x,16:59:44.32,-47:18:00.8
AWI0001f88,17:00:04.21,-38:41:02.2
AWI000467j,17:00:40.50,-47:20:35.7
AWI0003rwd,17:00:41.31,-46:32:28.0
AWI0001f9z,17:01:11.58,-37:41:40.2
AWI0001udz,17:01:57.85,-35:48:57.9
AWI0005gxu,17:02:57.93,-28:42:36.0
AWI00026ao,17:03:50.82,-33:54:30.1
AWI0005h1l,17:04:54.32,-28:54:19.9
AWI0001fg4,17:05:49.35,-36:16:51.7
AWI0003s25,17:05:53.54,-45:41:27.0
AWI0003gj8,17:07:25.41,-43:13:43.5
AWI000580k,17:07:31.44,-15:37:29.7
AWI00046d0,17:07:39.40,-46:29:28.0
AWI0004qda,17:07:58.02,-49:06:59.1
AWI0001fk1,17:08:18.66,-35:28:29.4
AWI0001fkk,17:08:33.66,-35:50:36.8
AWI0003gkh,17:08:55.02,-43:28:28.4
AWI0005hb8,17:09:05.36,-27:26:04.3
AWI0004h49,17:09:36.85,-47:31:45.5
AWI0005hek,17:10:42.87,-24:12:17.5
AWI0001fos,17:10:52.57,-36:05:22.2
AWI0005hg2,17:11:21.68,-26:20:29.2
AWI0005hgl,17:11:34.22,-26:30:43.4
AWI0002gy5,17:11:47.32,-30:34:47.2
AWI0005hha,17:11:52.87,-26:36:20.0
AWI0003gn8,17:11:57.49,-42:22:58.3
AWI0001fqs,17:11:58.58,-34:51:49.8
AWI0001fqt,17:11:58.66,-35:49:26.5
AWI0005hhp,17:12:00.52,-22:29:23.6
AWI0002zio,17:12:51.09,-41:04:41.9
AWI0003sao,17:12:54.57,-43:02:25.4
AWI0003sbh,17:13:40.16,-43:22:40.0
AWI0005hm5,17:13:51.86,-22:29:53.0
AWI0002h5m,17:14:09.55,-27:46:44.7
AWI0005ho3,17:14:30.82,-26:26:08.2
AWI0005hpf,17:15:05.96,-21:35:21.5
AWI0004h7i,17:15:12.10,-46:44:46.6
AWI0002hbg,17:15:52.52,-27:37:04.8
AWI0004h82,17:16:01.65,-45:43:22.4
AWI00058b2,17:16:32.84,-20:03:39.3
AWI0003sgp,17:17:37.25,-41:32:22.9
AWI0002hia,17:17:53.28,-27:47:25.6
AWI0005hw2,17:17:54.07,-22:22:04.6
AWI0005hw4,17:17:54.57,-24:03:39.7
AWI000271t,17:18:00.50,-30:18:55.8
AWI0005bhp,17:18:23.39,-01:47:27.6
AWI0005bhs,17:18:44.28,-08:18:50.3
AWI0005hym,17:18:54.02,-21:01:23.1
AWI0005hz2,17:19:07.96,-25:01:30.1
AWI0005pdh,17:19:10.42,-53:24:48.8
AWI00064ka,17:19:15.09,-57:43:31.6
AWI0005i01,17:19:29.55,-23:06:55.5
AWI000276a,17:20:00.13,-28:40:50.3
AWI00046o4,17:20:13.79,-43:59:24.1
AWI00058fh,17:20:23.90,-18:59:55.0
AWI0002hqn,17:20:31.17,-26:02:35.9
AWI0005i39,17:20:31.46,-20:39:20.4
AWI0001g9x,17:21:07.18,-32:12:17.6
AWI0005i5g,17:21:15.89,-20:09:41.5
AWI0003sli,17:21:25.35,-41:23:43.9
AWI0005i5x,17:21:25.91,-24:03:16.7
AWI0005i65,17:21:35.03,-20:23:55.1
AWI0005i86,17:22:10.67,-20:59:09.6
AWI0005i9a,17:22:28.93,-18:38:06.4
AWI0005pfe,17:22:34.59,-48:55:09.2
AWI0002hz6,17:22:53.94,-26:23:39.5
AWI0003sn9,17:22:56.07,-40:16:16.4
AWI00046rj,17:23:31.27,-41:28:41.0
AWI00046rk,17:23:33.89,-41:59:58.0
AWI00046se,17:24:15.24,-41:51:20.8
AWI0005ifp,17:24:38.87,-19:33:27.9
AWI0005iga,17:24:49.03,-22:17:14.4
AWI00027hm,17:25:12.24,-26:58:07.0
AWI0003gx0,17:25:14.45,-38:20:41.6
AWI0002i7f,17:25:18.33,-23:06:30.9
AWI0002i7p,17:25:19.61,-23:04:52.7
AWI0005iij,17:25:36.64,-21:55:20.7
AWI0003srl,17:25:45.46,-40:06:51.7
AWI0005bje,17:25:53.58,-00:51:25.9
AWI0002iai,17:26:09.57,-24:44:37.6
AWI00046ul,17:26:29.61,-41:31:45.5
AWI0002ie9,17:27:13.06,-25:34:23.1
AWI0003sup,17:27:29.77,-40:01:02.0
AWI00027ll,17:27:34.21,-27:17:17.7
AWI0005ip6,17:27:40.05,-18:49:04.3
AWI0005ipb,17:27:42.47,-22:11:55.2
AWI0003gzo,17:27:53.70,-38:20:50.0
AWI0001gvo,17:28:12.39,-30:47:29.6
AWI0005iso,17:28:39.77,-20:48:20.1
AWI0001w3y,17:28:54.96,-27:35:01.4
AWI0003sx0,17:28:56.34,-38:08:04.6
AWI00046xf,17:29:03.72,-40:12:27.5
AWI0005iu8,17:29:09.43,-20:45:15.5
AWI0001gz9,17:29:14.71,-29:33:34.6
AWI0004hhs,17:29:51.18,-42:25:08.1
AWI0005pjs,17:29:52.25,-46:59:26.7
AWI00058ov,17:29:56.93,-12:56:45.4
AWI0004hi5,17:30:13.40,-42:56:23.9
AWI0003h1n,17:30:44.03,-37:30:22.1
AWI00027tq,17:30:55.55,-25:11:03.4
AWI0002iu7,17:31:10.69,-22:49:45.7
AWI0001wdd,17:31:35.12,-28:02:56.8
AWI00027wu,17:32:01.79,-24:56:45.8
AWI0001wf9,17:32:14.73,-27:08:10.0
AWI00000ou,17:32:19.81,+37:44:14.3
AWI0002izo,17:32:28.11,-22:49:52.1
AWI0001wgz,17:32:50.67,-27:30:01.5
AWI0002zuh,17:32:58.33,-35:16:03.1
AWI0002j23,17:33:05.46,-21:55:52.7
AWI0005bkw,17:33:12.26,-02:14:37.0
AWI000473b,17:33:45.88,-39:54:35.2
AWI0003t5c,17:33:54.99,-36:53:21.1
AWI00058s5,17:33:55.18,-10:41:36.3
AWI0004qy0,17:33:58.14,-44:03:04.1
AWI0001hif,17:34:07.01,-28:01:13.1
AWI0003t6y,17:34:41.65,-36:28:48.7
AWI00058sn,17:34:51.09,-10:59:32.5
AWI0004hms,17:34:52.02,-41:43:46.2
AWI0005png,17:35:44.74,-46:34:51.1
AWI00058t5,17:35:46.11,-09:41:09.9
AWI0001wtz,17:36:40.41,-26:05:35.9
AWI000478v,17:36:56.98,-39:04:00.3
AWI000479j,17:37:22.16,-37:28:40.9
AWI0004hq8,17:37:47.92,-39:39:25.0
AWI0002jlk,17:37:58.37,-20:18:24.2
AWI0004hr5,17:38:28.72,-39:06:58.9
AWI0003thg,17:38:38.78,-35:14:29.6
AWI00058vi,17:38:49.45,-10:43:09.5
AWI00058w0,17:39:34.54,-07:11:27.3
AWI00064oy,17:39:41.03,-50:15:19.7
AWI00058wf,17:40:06.02,-05:26:03.7
AWI0004r57,17:40:18.16,-42:51:47.0
AWI0004htf,17:40:23.69,-39:39:23.9
AWI00028no,17:40:40.60,-22:13:34.5
AWI00058wu,17:40:47.25,-09:40:59.0
AWI0005js9,17:41:37.44,-12:51:02.7
AWI00047iq,17:41:45.12,-37:06:41.8
AWI0005prv,17:41:48.53,-47:37:26.0
AWI0003065,17:42:09.75,-32:33:24.8
AWI0005jub,17:42:39.66,-11:48:04.9
AWI00047mo,17:43:17.13,-37:01:41.6
AWI0005bmt,17:43:21.87,+01:02:00.4
AWI0002k9k,17:44:24.44,-17:06:51.4
AWI0004rbl,17:44:36.90,-39:41:45.7
AWI00058zj,17:44:39.16,-06:48:54.7
AWI0005jzj,17:45:21.30,-11:30:39.3
AWI0005jzo,17:45:28.42,-09:56:20.0
AWI0003hl1,17:45:32.55,-32:42:36.3
AWI00030a1,17:46:35.18,-31:16:43.7
AWI0005cob,17:47:06.74,+14:44:12.3
AWI00064r4,17:47:43.80,-51:36:47.3
AWI0005cog,17:48:12.06,+18:04:35.8
AWI0005pwl,17:48:21.95,-47:12:19.3
AWI0005k4a,17:48:38.13,-12:19:06.3
AWI00030cb,17:48:40.71,-30:08:55.9
AWI0004rj3,17:48:52.55,-37:59:56.8
AWI0005pxl,17:49:21.33,-45:12:12.5
AWI0002kn2,17:49:48.22,-14:24:28.0
AWI0005929,17:50:18.81,-05:11:09.9
AWI0005bny,17:50:21.75,+13:27:03.1
AWI0005k6q,17:50:27.27,-10:04:30.3
AWI0002kqe,17:51:09.77,-13:40:23.7
AWI0002kqw,17:51:18.53,-14:52:00.2
AWI000592t,17:51:20.20,-06:44:47.5
AWI000592u,17:51:22.62,-00:18:45.4
AWI0001y7p,17:51:35.81,-20:29:16.6
AWI0005k8p,17:51:43.49,-10:02:27.1
AWI0003hrx,17:52:02.30,-30:28:59.3
AWI0002ksu,17:52:14.64,-15:28:20.2
AWI0005k9t,17:52:44.89,-10:19:16.8
AWI000593x,17:52:56.12,-04:49:45.2
AWI0001jcn,17:53:20.29,-20:22:19.7
AWI0005kar,17:53:31.77,-07:29:47.3
AWI0002kvy,17:53:54.18,-15:40:07.2
AWI0005kbf,17:54:07.73,-11:32:48.4
AWI000594w,17:54:24.92,-03:26:37.9
AWI0002kxy,17:54:54.07,-12:33:38.7
AWI0005kcp,17:55:06.07,-11:22:58.7
AWI0002kye,17:55:08.71,-12:05:51.4
AWI0002kyq,17:55:20.77,-12:14:15.1
AWI0001yhe,17:55:23.42,-17:53:00.3
AWI0001jke,17:55:52.03,-21:00:29.8
AWI00029o4,17:55:54.55,-15:55:19.8
AWI00064tu,17:56:02.87,-55:40:31.0
AWI0001jl9,17:56:09.87,-20:30:02.1
AWI0002l0f,17:56:25.21,-13:00:56.9
AWI0004s16,17:56:45.76,-36:52:50.6
AWI0005kez,17:56:49.61,-09:21:07.3
AWI0001jqd,17:57:51.36,-19:43:46.2
AWI0003vab,17:58:14.99,-28:18:58.7
AWI0001yns,17:58:15.99,-17:41:30.9
AWI0004s6g,17:58:18.59,-37:27:50.8
AWI000596t,17:58:24.68,+04:09:05.2
AWI0005kh3,17:58:30.56,-07:44:46.2
AWI0005kht,17:59:15.82,-07:43:55.1
AWI0001yq1,17:59:17.02,-17:24:23.0
AWI0005979,17:59:26.80,-00:50:26.2
AWI00029uc,17:59:47.44,-14:58:48.7
AWI0001jws,18:00:00.49,-18:51:36.3
AWI0002l6z,18:00:26.36,-11:35:11.1
AWI0002l7c,18:00:35.10,-09:51:00.1
AWI0005kj8,18:00:35.64,-08:38:32.2
AWI0005kjf,18:00:44.74,-05:03:09.7
AWI000598c,18:01:07.50,+03:33:01.9
AWI00064w9,18:01:47.40,-51:40:49.8
AWI0005kla,18:02:25.11,-04:14:00.3
AWI0005klb,18:02:26.40,-02:42:43.7
AWI0002l9w,18:02:33.93,-08:12:57.7
AWI0005klh,18:02:36.91,-07:48:02.5
AWI0005klr,18:02:49.97,-05:53:10.0
AWI0005klx,18:02:56.33,-05:38:36.6
AWI0005km2,18:03:05.67,-05:45:04.5
AWI0005km3,18:03:08.45,-06:35:31.1
AWI0001k7l,18:03:54.63,-16:33:34.7
AWI0005xkf,18:03:55.39,-60:38:56.6
AWI0002lcs,18:04:21.91,-08:24:51.1
AWI00049eq,18:04:25.24,-29:12:29.8
AWI0001z08,18:04:29.84,-14:35:42.6
AWI0005cpg,18:04:38.74,+32:41:40.5
AWI0002a01,18:04:40.48,-12:00:35.6
AWI0005kns,18:04:45.57,-06:09:27.6
AWI0005knx,18:04:52.25,-05:09:38.3
AWI000157z,18:04:55.23,-18:38:16.1
AWI0005ko6,18:05:03.59,-02:00:02.7
AWI0005kod,18:05:12.64,-04:52:25.8
AWI0003vx2,18:05:15.96,-27:27:45.4
AWI0002le1,18:05:18.79,-10:16:52.1
AWI0001z26,18:05:36.29,-14:26:52.7
AWI0002a18,18:05:38.36,-11:44:21.3
AWI0005koq,18:05:42.91,-06:41:40.7
AWI0005kor,18:05:44.36,-06:25:38.1
AWI0005kow,18:05:51.63,-03:17:12.4
AWI0003vyx,18:06:01.90,-26:13:07.3
AWI0005kp9,18:06:12.10,-03:13:02.4
AWI00064yh,18:06:37.38,-44:09:35.6
AWI0002lgr,18:07:13.65,-08:42:04.8
AWI0005kqc,18:07:33.17,-05:05:36.0
AWI0005kqh,18:07:46.79,-01:35:30.6
AWI00059bb,18:08:03.10,+06:14:14.3
AWI0002li2,18:08:11.77,-08:53:27.1
AWI0001khw,18:08:12.35,-14:32:37.5
AWI00064z8,18:08:14.04,-49:42:55.8
AWI0005kqu,18:08:18.44,-04:25:51.9
AWI0002lij,18:08:33.28,-05:36:46.8
AWI0005krx,18:09:35.41,-03:09:18.4
AWI0005kry,18:09:35.41,-03:49:44.9
AWI0002a6f,18:09:40.40,-09:25:34.5
AWI0002llc,18:10:31.29,-05:24:29.9
AWI0005kss,18:10:33.69,-02:04:34.5
AWI0002llp,18:10:46.16,-04:35:42.8
AWI000650l,18:10:51.37,-47:13:56.2
AWI0005kt6,18:11:00.45,-03:24:10.3
AWI0002lmh,18:11:19.47,-06:03:55.9
AWI0002lms,18:11:27.89,-05:16:28.8
AWI0005bqk,18:11:41.15,+26:25:56.9
AWI0004a1f,18:11:41.44,-26:34:41.4
AWI0001kp9,18:11:41.79,-14:01:59.9
AWI0006517,18:11:43.46,-46:38:13.6
AWI0002lnr,18:12:10.61,-03:52:02.2
AWI0004a3i,18:12:21.11,-25:56:14.1
AWI0004a3m,18:12:24.55,-24:35:37.3
AWI0002a9h,18:12:35.30,-07:54:02.1
AWI0002lop,18:12:54.45,-06:01:25.8
AWI0006520,18:12:58.13,-39:38:49.7
AWI00059dh,18:12:59.74,+04:20:35.2
AWI0005kuk,18:13:07.10,-00:15:22.9
AWI0005kuo,18:13:13.62,-01:21:29.1
AWI0005kus,18:13:20.83,+00:37:24.1
AWI0002lpa,18:13:21.09,-06:39:20.7
AWI0005kut,18:13:23.16,-02:45:30.1
AWI0002lpf,18:13:27.61,-03:23:51.7
AWI0002lq9,18:14:17.27,-03:46:08.5
AWI0004k71,18:14:24.85,-26:21:56.1
AWI0002lqi,18:14:36.64,-04:26:41.6
AWI0005kvv,18:14:44.90,-01:24:19.0
AWI0005kw0,18:14:56.84,-01:23:30.0
AWI0006535,18:14:57.20,-41:31:41.7
AWI0002lqy,18:14:59.62,-03:27:24.2
AWI0002lr4,18:15:07.01,-03:05:06.3
AWI0005rgk,18:15:16.04,-37:02:15.8
AWI0004kbv,18:16:02.85,-25:20:45.7
AWI00059et,18:16:08.03,+14:26:57.0
AWI0004u8q,18:16:12.67,-28:41:20.1
AWI0002ls8,18:16:15.72,-04:18:17.1
AWI0002lst,18:16:39.85,-02:12:57.6
AWI0005rlj,18:16:56.22,-35:32:15.9
AWI0002lti,18:17:04.13,-02:04:22.6
AWI0003wne,18:17:09.37,-21:08:15.1
AWI0002af4,18:17:31.75,-07:03:50.2
AWI0005kyr,18:18:02.00,+01:45:24.5
AWI0005kyx,18:18:15.49,+01:30:23.3
AWI0004aks,18:18:27.59,-22:03:19.0
AWI0005brj,18:18:31.48,+19:16:06.5
AWI0001kzw,18:18:47.75,-10:12:40.3
AWI0002lvk,18:18:48.32,-03:02:46.3
AWI0002agm,18:18:50.65,-05:12:19.7
AWI000655o,18:18:53.89,-44:51:30.1
AWI0002lw1,18:19:10.68,-04:26:32.7
AWI0004amz,18:19:12.70,-22:40:13.6
AWI0005kzt,18:19:18.89,-00:18:22.0
AWI0002ahg,18:19:28.66,-05:03:50.7
AWI0005l02,18:19:34.87,+01:11:19.1
AWI0005brp,18:19:35.73,+18:39:17.2
AWI0002lwl,18:19:38.34,-02:59:03.2
AWI0002lwt,18:19:44.62,-01:52:07.6
AWI0002ahw,18:19:45.42,-05:51:04.7
AWI0001zp7,18:19:50.48,-06:44:21.0
AWI0005l0a,18:19:58.67,+01:05:27.5
AWI0005rw0,18:20:04.93,-30:43:40.1
AWI0004uo9,18:20:15.06,-28:49:28.0
AWI0002lxe,18:20:17.20,-02:20:19.5
AWI0001zq8,18:20:26.89,-07:03:38.9
AWI0002lxk,18:20:32.45,-00:36:55.7
AWI0002air,18:20:41.64,-04:27:44.2
AWI0003wv9,18:20:42.13,-18:59:44.5
AWI0001zr2,18:20:57.99,-06:31:07.5
AWI0001zr8,18:21:00.90,-06:33:16.6
AWI0004asr,18:21:09.38,-21:30:29.8
AWI0002lyb,18:21:26.20,-00:00:21.1
AWI0001l70,18:21:41.70,-09:31:44.9
AWI000635p,18:21:52.36,-39:31:41.3
AWI0001l8a,18:22:13.09,-08:12:35.2
AWI0002lz6,18:22:19.09,-02:52:53.2
AWI0002akj,18:22:21.59,-04:11:28.7
AWI0002lzb,18:22:24.61,-03:05:22.1
AWI0002akv,18:22:46.61,-05:01:26.6
AWI0001zty,18:22:48.65,-06:26:05.5
AWI0001zu1,18:22:53.61,-05:11:53.6
AWI0001la0,18:22:58.03,-08:47:26.0
AWI0002lzr,18:22:58.37,-01:52:11.3
AWI0001zun,18:23:18.08,-05:35:07.5
AWI0001lar,18:23:18.16,-08:04:37.4
AWI0002m07,18:23:21.46,-00:51:34.4
AWI0001lb2,18:23:25.33,-08:11:24.3
AWI0002m0f,18:23:43.02,+00:27:48.7
AWI0001lc7,18:23:50.18,-06:47:25.6
AWI0002amg,18:24:18.42,-03:43:08.5
AWI0004kvc,18:24:20.24,-22:00:49.7
AWI0001zwa,18:24:22.14,-04:51:58.9
AWI0003x4f,18:24:26.71,-17:13:29.6
AWI0002m16,18:24:28.83,+00:17:12.1
AWI0002amq,18:24:39.56,-02:33:20.7
AWI0002amw,18:24:55.91,-02:23:53.6
AWI0003is3,18:24:57.23,-16:04:50.3
AWI0002anh,18:25:40.89,-03:03:25.1
AWI0002m2l,18:25:46.32,+01:29:45.7
AWI0002m2m,18:25:46.72,-01:14:04.1
AWI0001zy4,18:25:47.22,-04:11:17.4
AWI0002m2v,18:25:57.79,-00:37:43.8
AWI0001zyf,18:25:59.49,-03:39:41.0
AWI0005bsf,18:25:59.73,+31:29:50.0
AWI0002ans,18:26:06.71,-03:05:18.4
AWI00065b7,18:26:20.88,-36:46:41.3
AWI0002ao7,18:26:25.87,-02:09:42.2
AWI0002m3d,18:26:33.11,-00:18:43.1
AWI0002m3m,18:26:50.29,+00:30:06.8
AWI0005sjy,18:26:57.59,-27:57:31.2
AWI0005l5e,18:27:02.92,+07:20:21.5
AWI0005l5f,18:27:03.72,+05:16:43.0
AWI0001zzq,18:27:05.16,-03:13:01.5
AWI00065bv,18:27:08.33,-37:12:22.7
AWI0001zzs,18:27:10.46,-04:10:47.5
AWI0001zzw,18:27:13.99,-04:17:38.0
AWI0002002,18:27:19.42,-04:10:40.8
AWI000200c,18:27:26.53,-04:47:16.1
AWI00065c0,18:27:30.95,-40:36:16.6
AWI000200j,18:27:34.81,-04:19:21.5
AWI0002m4l,18:27:49.98,+01:16:31.5
AWI0002m4r,18:27:57.66,+01:02:31.8
AWI0002m4y,18:28:04.53,+00:49:48.4
AWI0002app,18:28:10.43,-02:27:58.5
AWI0005bsu,18:28:47.92,+28:56:42.2
AWI00059jy,18:28:55.87,+12:56:52.8
AWI0002028,18:28:57.29,-03:02:03.1
AWI0004vir,18:29:11.92,-22:02:45.8
AWI0001lp3,18:29:19.98,-06:10:44.4
AWI0002m6a,18:29:27.37,+01:47:20.6
AWI0001lpk,18:29:32.34,-05:57:04.4
AWI000203g,18:29:35.85,-03:38:12.8
AWI0002aqt,18:30:08.50,-00:27:19.6
AWI0002m77,18:30:10.43,+03:23:30.6
AWI0001lrs,18:30:28.83,-05:18:23.6
AWI00065ev,18:30:33.06,-43:28:41.6
AWI0002aqz,18:30:33.16,+00:26:42.9
AWI0001ls0,18:30:35.85,-03:59:06.0
AWI0001lsk,18:30:50.65,-04:07:56.5
AWI0001lsm,18:30:50.92,-04:48:28.9
AWI00065fd,18:31:06.28,-38:21:07.4
AWI0001ltf,18:31:09.14,-03:35:12.3
AWI0002m7s,18:31:12.53,+04:31:21.8
AWI0005szw,18:31:21.05,-25:05:18.5
AWI0001lue,18:31:29.37,-03:59:31.0
AWI0001luy,18:31:42.58,-03:34:34.7
AWI0002as9,18:31:57.85,+00:12:54.1
AWI0002m8p,18:32:15.02,+02:19:27.6
AWI0003xlf,18:32:48.76,-13:54:06.2
AWI00065gz,18:32:58.53,-35:35:52.5
AWI00065hj,18:33:30.70,-39:51:36.8
AWI0005zor,18:33:37.16,-75:16:09.6
AWI0004bgu,18:33:51.48,-15:48:43.7
AWI0004bhu,18:34:23.86,-15:45:05.1
AWI0005tbq,18:34:43.45,-29:34:49.0
AWI0003xp8,18:34:49.82,-13:59:54.3
AWI00020be,18:35:14.88,-01:15:42.5
AWI0003xr3,18:35:38.05,-12:13:20.8
AWI0002mbw,18:35:40.08,+03:55:17.2
AWI0002avi,18:36:28.92,+02:34:17.8
AWI00020dh,18:36:38.77,-00:26:28.5
AWI0002mcq,18:36:47.02,+06:20:57.3
AWI0002aw5,18:37:11.13,+02:24:35.2
AWI0003xup,18:37:18.55,-11:18:27.4
AWI00065lk,18:37:27.26,-38:28:06.5
AWI00020eq,18:37:33.09,+01:51:44.3
AWI00020es,18:37:35.97,+01:04:14.1
AWI0002awh,18:37:41.56,+02:09:15.3
AWI0004bn4,18:37:44.10,-14:42:47.7
AWI0002awt,18:38:00.47,+02:44:17.6
AWI0005tlp,18:38:06.92,-27:44:19.2
AWI0002aww,18:38:08.37,+02:18:14.3
AWI00065n8,18:38:55.48,-38:05:48.6
AWI00020h1,18:39:19.79,+00:52:37.2
AWI0004br7,18:39:48.65,-14:21:56.5
AWI00020i1,18:40:03.24,+01:07:33.9
AWI0001mc6,18:40:15.27,+01:06:30.9
AWI0003y29,18:40:32.84,-11:09:43.3
AWI00065pi,18:40:53.12,-30:39:50.9
AWI0001mdz,18:41:04.13,+01:29:49.7
AWI0001me4,18:41:06.43,+00:43:18.1
AWI0001me6,18:41:07.77,+01:14:26.1
AWI00020jg,18:41:17.38,+02:18:46.3
AWI00065q7,18:41:17.52,-33:08:05.4
AWI0001mem,18:41:17.55,+00:05:31.4
AWI0001mf3,18:41:38.37,+00:45:15.4
AWI00020k7,18:41:46.64,+03:16:26.4
AWI00020l4,18:42:44.71,+03:17:36.7
AWI0005txk,18:43:04.87,-23:39:10.7
AWI0001mi1,18:43:08.20,+02:16:48.3
AWI0001mic,18:43:17.79,+02:16:00.3
AWI00020m6,18:43:30.16,+03:02:51.2
AWI00020mb,18:43:44.43,+03:09:49.9
AWI00065th,18:43:48.11,-31:48:06.7
AWI00065tq,18:44:01.23,-30:01:42.0
AWI0005lfs,18:44:23.49,+16:05:34.8
AWI0005lfx,18:44:28.15,+12:46:48.9
AWI0001mki,18:44:32.16,+02:53:31.2
AWI0002mj4,18:44:44.86,+07:59:57.2
AWI0001mkz,18:44:47.27,+03:15:04.6
AWI0001mlf,18:45:02.54,+01:34:39.2
AWI0001mlg,18:45:02.94,+01:58:30.6
AWI0003ydv,18:45:36.26,-07:49:50.6
AWI00065we,18:46:29.52,-34:19:22.0
AWI0003jiq,18:46:35.32,-06:14:56.7
AWI0003jix,18:46:43.87,-06:03:56.8
AWI0001mpc,18:46:50.98,+03:39:32.8
AWI00020q4,18:47:12.81,+06:23:52.1
AWI00016pi,18:47:24.31,+01:05:23.5
AWI0005u57,18:47:27.20,-21:56:07.3
AWI0001mqy,18:47:41.57,+04:21:31.9
AWI00020qy,18:48:01.50,+06:25:58.0
AWI0001mrl,18:48:08.27,+03:44:18.6
AWI0005bus,18:48:10.06,+45:38:38.1
AWI00020r3,18:48:10.98,+05:53:02.0
AWI00020rf,18:48:18.21,+07:01:20.2
AWI0001msk,18:48:30.28,+03:42:45.3
AWI0004c4n,18:48:30.37,-09:48:52.8
AWI0001msu,18:48:35.72,+04:55:12.0
AWI00065yd,18:48:38.21,-29:56:02.7
AWI00020s1,18:48:53.45,+05:43:52.4
AWI0005lih,18:49:12.28,+15:38:11.2
AWI00059q8,18:49:20.08,+21:29:11.5
AWI00020sy,18:49:46.21,+07:40:48.6
AWI00020t3,18:49:52.06,+06:23:09.9
AWI00020tg,18:50:00.27,+06:21:20.5
AWI00065zp,18:50:03.10,-33:18:22.3
AWI00065zq,18:50:03.56,-26:24:15.4
AWI00020th,18:50:05.38,+07:26:24.8
AWI00020tq,18:50:21.61,+07:14:54.7
AWI0001mvb,18:50:23.90,+05:49:21.6
